cs-2_roi-4,cs-2_roi-5,cs-2_roi-6,cs-2_roi-7,cs-2_roi-8,cs-2_roi-9,cs-2_roi-10,cs-2_roi-11,cs-2_roi-12,cs-2_roi-13,cs-2_roi-14,cs-2_roi-15,cs-2_roi-16,cs-3_roi-4,cs-3_roi-5,cs-3_roi-6,cs-3_roi-7,cs-3_roi-8,cs-3_roi-9,cs-3_roi-10,cs-3_roi-11,cs-3_roi-12,cs-3_roi-13,cs-3_roi-14,cs-3_roi-15,cs-3_roi-16,cs-3_roi-17,cs-3_roi-18,cs-3_roi-19,cs-3_roi-20,cs-3_roi-21,cs-3_roi-22,cs-5_roi-4,cs-5_roi-5,cs-5_roi-6,cs-5_roi-7,cs-5_roi-8,cs-5_roi-9,cs-5_roi-10,cs-5_roi-11,cs-5_roi-12,cs-5_roi-13
0.8994581937424289,0.7844612949036938,0.8869158736291827,0.93484235841981,0.643489295634738,0.8872909418983075,0.883008822436598,0.708045390225833,0.9744861798254794,0.8463317421952342,0.9223285044875764,1.4470732656119178,1.0192846898668777,1.0242599453985397,0.9663919938737117,1.0795940903403776,0.9276287637227217,0.9009352102297562,0.9970671912515774,0.9916247717814116,0.6794715757695922,1.008589296719887,0.9819788257124448,0.9382526971679893,0.9182147659433082,0.9484840678200351,0.9690043001051556,0.9323813254225928,0.9783255521348024,0.9320648120665752,1.0097583405270905,0.9610335143033183,1.0008774765299644,1.0300054228980506,1.057038786567909,1.015012927586903,1.0856384762351603,0.9626500756235348,1.0136408520325035,1.0679741277851362,1.1094850117943889,1.0594318513774523
0.9133143630093329,0.7666234185643254,0.8807698251469998,0.9670699709220649,0.6445427264518272,0.9008038426862425,0.9029599607386423,0.7326028892502944,1.0001298001893435,0.8517312410052158,0.965386240282045,1.4119631349115418,0.9893059469542089,1.0336332690087102,0.9893140020413921,1.0738893660355135,0.9566204288507539,0.9077659260931344,1.0072855046124962,0.995530991753374,0.6913822440913283,1.0283319537252833,0.9969373388131741,0.9574311103195275,0.9451419560777802,0.9693627413171726,0.9772273977653778,0.963354263126652,0.9842772885350642,0.995339940471236,1.0166490872842273,1.0283392320047622,0.9975112482166587,1.0187031868019338,1.0543485637747299,1.0284990165235341,1.0548533499497657,0.9639863026747849,1.0029780518094236,1.0270360820332582,1.0508192235836935,1.0380909266574636
0.9704323184360933,0.8702814723331578,0.9645153687278597,1.0345886232061865,0.801439181532069,0.9492184440956947,0.9660790701279854,0.8544968710120763,1.0387851017736836,0.9873648671308456,1.0141922806704111,1.251025564227357,1.0212482635811193,1.033362050702608,0.9948879355197439,1.071781383154407,0.9624742236556922,0.9204054001486603,1.0099955960850848,0.9971018203971654,0.694410327466928,1.035011985092587,1.0112238180710986,0.9702622341850455,0.9644199118882971,0.9886272390077813,0.9797988337374404,0.9795864987805266,0.9809556379199104,1.0031766063468759,1.0229406800924152,1.0609166246115025,0.9906240090258265,0.9793938945281043,1.0363897448195116,1.0221847206509542,1.0142219908796803,0.9039520161200363,0.9945709090928273,0.9889729557766945,0.9551590029376916,1.0082271622473702
1.008751462634394,0.9633803551544674,1.0102649521208058,1.0526405895240094,0.8752844581517248,0.9805529644428171,0.9941179036348488,0.9506217125045477,1.0414570747299159,1.0927094999817086,0.9964720842227957,1.087823783082423,1.0719701116262532,1.029535073998655,0.9780781184714926,1.0778803110724369,0.9535474746543339,0.9304916490085224,1.007937160041619,0.9992404797875378,0.6902688150857572,1.0210893098290192,1.010452155315571,0.958982855293639,0.960577252620401,0.9872080320701307,0.9809511865367164,0.9734409562598281,0.9798879796938232,0.9712510534146217,1.0334877131086564,1.046105131126588,0.9852156823368373,0.9791273113578888,1.02854186213956,1.011266439461407,1.0066240077683555,0.8906235882114594,1.0041443262024343,1.0022267368298703,0.9525802813054276,1.0000831610414622
1.009090923351401,0.9331147892292405,0.9938256590183359,1.0360549050975332,0.8595115744620142,0.9819586816174242,0.9813422644367108,0.964718900935287,1.0266339680938978,0.9926122976556974,0.9830023718684451,1.0216400485700936,1.0483635585075448,1.0346784809153824,0.9846750950070363,1.088630400162183,0.9554629754661765,0.9380704822662795,1.0144141102095199,1.0012390942082934,0.6911551305440126,1.0242112112527588,1.0071055228564714,0.9818761609491828,0.9625152497236289,0.9808764945168362,0.9933223375695238,0.9804618417616507,0.9914177802415318,0.9924864203892576,1.040432870264577,1.0639233118725993,1.0037689604068643,1.0108499181414565,1.0311980250825619,1.0238205474633186,1.0297120743943304,1.001341826845206,1.0149147111010897,1.0127076866079674,0.9759715056564299,0.9963853188600579
1.0190020358073246,0.9449762548350753,1.0129683641682081,1.0194907513466454,0.9483494156476194,0.9793291172275684,1.0062034641044908,0.9804190396331743,1.0149834718844828,0.9006112538180289,0.992168755522402,0.9363241051416061,1.0010836738215378,1.025383758763955,0.9800565976552583,1.0985153492186077,0.952169880110293,0.9480034390649621,1.0114776831696262,1.0050064948159045,0.6887199393054768,1.023055396918984,1.0018208533633046,0.9908440932447365,0.9549705908821842,0.9750157938332363,1.0019781758600244,0.9908626060863157,0.9912540770284224,0.9781359387949699,1.031054398842751,1.0284676210935273,1.0109686266001898,0.9944561140697662,1.0199351221048225,1.0210675146759036,1.0064330575446092,1.0147375068446374,0.9997380537638123,0.9938672272778151,0.96751841183229,0.9821695367873031
1.0231631130745844,0.9616908537483903,1.0277940162281183,1.005309206513379,0.9723843008241645,0.9716158225709498,1.0109705746993536,0.9982565756274185,1.013267488001484,0.9105796523151974,0.995181854523725,0.9254420569070408,0.991024922307987,1.0212803659407326,0.9852186054257994,1.0939001863343423,0.9510813263416701,1.0071144410041575,1.0062983003095742,1.0075996001178205,0.6849683883796152,1.0297450342402015,0.9959126906201771,0.9536670069677673,0.9412094299394387,0.9804883204536358,0.9901494474882221,0.9880809737829566,0.9906862296590352,0.9650768858218587,1.0227879544123495,1.0084015663642887,0.9954767936616192,0.9838158912284236,1.0146748579951468,1.0030647023268737,0.9646238559192756,0.9757458212241235,0.992189354217791,0.9904011595906358,0.9596544227168904,0.9698678388884723
1.0009968649508396,0.9638123950401023,1.0249584450727725,1.0112116573316736,0.957026862515072,0.9625430034778681,0.966787074407519,1.0060840262401134,1.012510803168504,0.9221055417115712,1.0055123679832898,0.9537021188506881,0.9920846586375496,1.027389580213665,0.9925464589831747,1.0872234293310137,0.9935533701372817,0.9977530391552696,1.012774448133727,1.0054654666489125,0.6847686972742251,1.0365258832524866,0.9957168689918365,0.9536023701100368,0.9425193727440823,0.993541523752294,0.9781210645750535,0.9596800680881985,0.9904587908217002,0.9887412553685571,1.0271856436603666,1.0380589627191579,0.9855304263279384,0.9773604680555394,1.010354227887771,0.9827876727309179,0.9536351378894732,0.953705768745272,0.9769809652621877,0.9921827286823188,0.9269796367005105,0.9721289280022847
1.0012829914247594,0.9913943999498678,1.0523894761791541,1.0240386169907192,0.9929723002279404,0.9858720470823422,0.9843617712715357,1.027861325956296,1.0112330453563136,1.0028654883476504,1.0119607915125566,0.9825081332232175,1.0215065346803258,1.025053902492756,0.9828296663724875,1.0813031684594332,0.9966097296546068,0.9452945375475235,1.014552796920977,1.0115611486870524,0.6805436121590027,1.0332482543248827,0.9987173810865778,0.9622210647401447,0.9290979360643468,0.9941417591137309,0.9735846926683176,0.962010661367318,0.9916207364129687,0.9864994404790204,1.0275596251959254,1.041313788646177,0.9957626405545887,0.9758150816873388,1.0076020951552571,0.9783961967448153,0.9786987528447492,0.9657987092530008,0.9771750359815097,1.0029500389159451,0.9775934358477826,0.9941228366297529
1.0166975939833764,0.9994933951562047,1.0545737845828975,1.0161235845819632,0.9787013444695327,0.9982059544732274,1.013936139922013,1.0381240767889495,1.0101776362791333,1.050253700536369,1.011053818047803,0.9590517158047438,1.025411042827652,0.9414723406650178,0.9486153295710315,0.9296913420216011,1.0605283339684561,1.0198764660542567,0.9028452611000789,0.9210502325504512,1.0584279170258142,0.9201136279192739,0.9254041247829013,1.020085552921329,1.0729829231841441,0.9632934559717538,0.9746725374204598,0.9930118816118424,0.9579595201052173,1.095536471479489,0.8599690810774586,0.983935004134946,1.0106550932259957,1.016099275396057,1.0111854358486478,1.007001525499918,1.017281126892064,1.011916792915658,1.0046507487331768,1.035070571035281,1.0535666620110726,1.0134495000482922
