cs-11_roi-4,cs-11_roi-5,cs-11_roi-6,cs-11_roi-7,cs-11_roi-8,cs-11_roi-9,cs-11_roi-10,cs-11_roi-11,cs-11_roi-12,cs-11_roi-13,cs-11_roi-14,cs-11_roi-15,cs-11_roi-16,cs-11_roi-17,cs-11_roi-18,cs-11_roi-19,cs-11_roi-20,cs-11_roi-21,cs-12_roi-4,cs-12_roi-5,cs-12_roi-6,cs-12_roi-7,cs-12_roi-8,cs-12_roi-9,cs-12_roi-10,cs-12_roi-11,cs-12_roi-12,cs-12_roi-13,cs-12_roi-14,cs-12_roi-15,cs-12_roi-16,cs-12_roi-17,cs-12_roi-18,cs-12_roi-19,cs-12_roi-20,cs-12_roi-21,cs-12_roi-22,cs-12_roi-23,cs-12_roi-24,cs-12_roi-25,cs-15_roi-4,cs-15_roi-5,cs-15_roi-6,cs-15_roi-7,cs-15_roi-8,cs-15_roi-10,cs-15_roi-11,cs-15_roi-12,cs-15_roi-13,cs-15_roi-14,cs-15_roi-15,cs-15_roi-16,cs-15_roi-17,cs-15_roi-18,cs-15_roi-19,cs-15_roi-20,cs-15_roi-21,cs-15_roi-22,cs-15_roi-23,cs-15_roi-24,cs-15_roi-25,cs-15_roi-26,cs-15_roi-27,cs-15_roi-28,cs-15_roi-29,cs-15_roi-30
1.0427914620971368,1.0400104858208445,1.036905880593425,1.0014129350520198,1.0290793063130133,1.0212565919281464,1.0035364888881406,1.0075033444274233,0.9862575049687784,0.8947579407882817,0.8964561474696384,1.0469073731938896,0.9963892853442786,1.0082886977923695,0.981067395520388,1.0128024671949498,1.0391346660128806,1.035486837180599,1.0404253970077706,1.0310416367943291,1.011401617864259,1.0261067756618074,1.024451896280326,1.061437933683679,1.047315613229038,1.0349598509691484,1.0788818143164587,1.1022861677460694,1.010295301801717,1.104381598346036,1.0933756968703057,1.1018006036668289,1.0185787431852011,1.0187724268564533,1.0077236250357278,1.059881176905689,1.0054395701898273,1.0426662459419533,1.0190083346658547,1.052362482224946,1.0510032749424998,1.0110294092320744,1.002238591093147,0.9995624759523747,1.0502706577255407,1.0434789225697154,0.9871358144290744,0.9933861496056768,1.0263252307383768,1.0133449945332504,1.0411831680954688,1.01580715341003,1.0368791170839695,0.996722808881508,1.0519903386726241,1.0469363666093494,1.0303556770664932,1.0233401718249862,1.0017201734982943,1.0315849485072361,0.9749943313063772,0.9865929557829837,1.0491569557517826,0.9747459280113928,1.0623198998895627,1.0394536678256907
1.0464206541781316,1.0699915345895836,1.0621304015869288,1.0192311163595413,1.0727715320051523,1.0521593961577234,1.032711447402384,1.052744242773598,1.032582443342626,0.9547675005702695,1.0271431126075372,1.0617157507242863,1.0046989546320657,1.0363957042974465,1.0299650885311695,1.0584524842950072,1.0776523226503176,1.0605192389894027,1.0360831439478195,1.0405319252159648,1.005951305892104,1.0157055549695815,1.0157268632971657,1.0446362325231262,1.0507150537193102,1.0202028446032145,1.0925778628835359,1.0568890997815465,0.9705864137553328,1.0685050926500714,1.0430523056785257,1.0729089000724659,1.0054357551521909,1.0185686858072132,1.0017052177769055,1.046318117481358,1.0003357655776928,1.0331370166732694,1.0141593225246572,1.0559376775925855,1.074075588317347,1.0129618161149225,1.0015878965454243,1.028229587679876,1.043599571952097,1.0410495040483276,1.007004322930463,1.0010748162471719,1.0319417502324184,1.0178547872049506,1.0455385128147299,1.0167138670227895,1.036809817228692,1.0113054662980574,1.0577110139406602,1.0487238376363461,1.0328846199106825,1.026902910951316,1.018676834479912,1.0355363841097769,0.9776184933338046,0.9956953769065432,1.0414748281922674,0.9694348440239118,1.0517322615114955,1.041795583113074
1.047183448852715,1.08693418580671,1.0719185267704732,1.0439608566098508,1.086675810374534,1.0801865567148348,1.0572457577504206,1.0795724532260043,1.050018815271953,1.0095096184862882,1.1296253026668561,1.0764167117132306,1.0133499455371573,1.05493387928026,1.0770080825257202,1.0809577033591566,1.098523990813922,1.0801520723225515,1.0326064724031114,1.059709533490323,1.0005047058594947,1.0103246352329205,1.019568381391505,1.04090220786323,1.043405537114368,1.0073659162558015,1.0700211957315409,1.0268210793148527,0.9743683047875755,1.038903662991154,1.023873929543534,1.0389222708791688,1.0025823274940375,1.0292301479078705,1.0081194818787276,1.0311446831925353,0.9968249730793062,1.0259677824477902,1.04371864198716,1.049322110500832,1.0499589525056445,1.0142622203479634,0.9994560584949951,1.0340537149161009,1.0345374207002065,1.033061718551528,1.0010226733969632,1.0027978766626882,1.0319691141888503,1.0205925540764054,1.0430393194729388,1.0151315589164256,1.033305691127526,1.0096456486140926,1.0569230914234442,1.0472034024715353,1.0238203260845118,1.0160964478985102,1.0266604352044935,1.037825338507503,0.9849420846862683,1.013531535932568,1.027651748803966,0.9622859083729721,1.0186909649111722,1.049256108363719
1.0428186750009583,1.0831583926799084,1.0595669500606846,1.0705087703234555,1.0860793378443665,1.0693449058073026,1.0513414991861338,1.063257031610017,1.0231678258035883,0.9921342483147001,1.1153713449429277,1.0730593444734433,1.0121566173511067,1.0361404313985885,1.0625134894936754,1.0504937108221866,1.0902775373415914,1.0676325732215595,1.0304424614584762,1.0366837116414958,1.008805222203498,1.013413658939748,1.0222336831679244,1.0365882550046859,1.0251692139805508,1.0124523436735897,1.0374493903107471,1.0439854918969689,0.9974496034205931,1.0490276166652222,1.0208841296532545,1.0147651096101413,1.0177383272047174,1.0383637855984678,1.0215915491745235,1.0301196826128138,1.0019266507795184,1.025146667714236,1.0477527607925656,1.0369535829627472,1.0309107566304447,1.0160029528099626,0.9983277483864386,1.0258874786787957,1.0352263708459315,1.027782963366339,0.9875812676978291,1.00577764732778,1.0272733780653,1.0164104672699628,1.0455864047427168,1.0137642558252136,1.0292918444006056,1.0289623323084482,1.0506685267024796,1.0501359993322446,1.022927072093856,1.026092438221166,1.009514123736613,1.0331740860999865,0.9955095830471398,1.0170232579646306,1.0322596854273347,0.9751170146252058,1.0364575603251096,1.0604829467425911
1.040402970896138,1.0905772453374858,1.0601948346030996,1.0821596881673854,1.0935260781091825,1.0575274301439415,1.0427826168582315,1.0571696861749547,1.0299613059422015,1.00539378599243,1.107452615589566,1.0781021461733409,1.0146010501876286,1.033947816742572,1.0619578513023935,1.0329553626263002,1.0866784260226192,1.0503706640858306,1.0259828314287147,0.9888246387088186,0.9926472244096618,1.0035913806437378,1.0002546462780506,1.0250454635893997,1.0104702858159949,1.0035879922426727,1.0081600093624932,1.047535636707218,0.9914028943763327,1.0090915819526383,1.0197459161792288,0.9956405324387662,1.0057079992758975,1.0306009381382533,1.013611401085045,1.0208768108268949,1.0046612595645132,1.0036167318046618,1.0004822953285646,0.9977170982201954,1.0636990979742327,1.013911834226272,0.9994951471316457,1.0459819243407527,1.0374886774156422,1.0365005845208477,1.0166291068610172,1.010511080091738,1.0265332623562882,1.0154598544668365,1.0541688951371408,1.0136412886231305,1.0272530955091363,1.0633415118475684,1.050809248263995,1.0445475028431443,1.0353382495610324,1.0439860041989781,0.9966377605637291,1.0295382493373144,0.9917875649902677,1.02670680779327,1.0338736588876984,0.9893477928386988,1.07114378585634,1.0706469065413808
1.0391784359401859,1.0894707221853153,1.0521536530058795,1.0772150352124772,1.0720739969082067,1.0561795172813087,1.0573410156838758,1.0647736687575358,1.0408048956937115,1.0300548294358847,1.0957140794129563,1.08015976802157,1.0194108193674793,1.0422786465681237,1.0780066020642276,1.0233634783288172,1.0888677044778081,1.0524400750775385,1.0234151866225105,1.0230979979263672,0.9777725925207065,1.0106765824725457,1.000778381327332,1.0362707721602065,1.0277158932100678,1.007931617280186,1.0122158827841186,1.0390019080987323,0.9978228803826381,0.985336845091213,1.0295083108530263,0.9966570468402031,1.0027299240233494,1.0291212060129886,1.0168458426814941,1.031224002041965,1.003688861926845,1.000410088951803,1.0246363555588982,1.0023602692902516,1.0246803267415079,1.0132140081180558,0.9922143655963247,1.0378922252892402,1.0070727800773325,1.0182637093644338,0.9618396537946546,1.0008980354549415,1.000036007665602,1.008078019054145,1.0289382966008473,1.001889715720229,1.0025020687597477,1.0165121526112895,1.0437132476307645,1.0117868620516692,1.00789297492236,1.0186550326178987,0.9716015119898856,1.0106928465863059,0.9698382463833571,1.0169431591754416,1.0151093135927747,0.9777761241928081,1.0293499964397341,1.0447516156838512
1.0241150007931943,1.072265055875221,1.0427638969698108,1.0490159881879904,1.0768092235750437,1.0352518873675673,1.0542497714569483,1.0489873439202673,1.0205333503515575,1.0094408466556957,1.0487930266331937,1.0725095407667458,1.0027940973820417,1.0269914124262907,1.0385774717962775,1.0192730591199202,1.0762934648686435,1.0384609356758996,1.019461623719943,1.0206408702987966,0.992205594364571,1.0134172425286012,1.0036653508240463,1.0355477147585845,1.0318916760402805,1.0137746727428094,1.025177596066247,1.0047044359179105,0.962707549258364,0.9821399635095637,1.0013342276017263,0.9976215052023075,1.0094501531210467,1.0114844901493087,1.00071964956644,1.0252767680274242,0.9993082713104395,1.0046597019887251,1.0102513387215406,1.0117506022396237,1.0120543978422556,1.0119805689708006,0.9904307465941662,1.0229943617775072,0.9861564652518084,1.0089377951218197,0.9441401892600887,0.9988009423316272,0.9978304468153295,0.9982167664207579,1.0082425183942134,1.0039427918735577,0.9946938693848008,0.9833318884330406,1.0322282152303621,1.0066210192808323,1.0107747606418453,1.0070498869709545,0.9726659880106213,1.008424761434358,0.9713573029287866,0.9912052908945458,1.0105560639679927,0.9817938300578448,1.033118974076126,1.0241556491417698
1.029668637278968,1.0589823016242346,1.047673164839156,1.0473876603048575,1.0573528205352822,1.0213197616886498,1.042481576597919,1.032446665539578,1.011195515565523,1.0077369691322804,0.9961094549007319,1.0542838187359045,1.0114326892947665,1.0244469495165653,1.0149972029244334,1.0259115336879745,1.0592298793024542,1.0327475521418998,1.015814958282376,0.9977938482263179,0.9931303127935994,1.00886535008422,1.0055933181426677,1.0246073616236797,1.0273972024822913,1.0135321283871197,1.0299396770142712,0.9934473966008888,0.9765490218191993,1.0083761094096282,1.016329741474957,0.993417369251481,1.0076417822677068,0.9993526902211206,1.0059801917212383,1.010403264292888,1.000399500279901,1.0081827239255037,1.0340438919374457,0.9936905065478788,1.0376153884660546,1.0116575734076978,0.9978223852257159,1.0203975595911852,1.0147477599600565,1.0194723672045076,1.0081940474400988,1.010062891012649,1.02348792549987,1.012121193586566,1.0219710297808087,1.0225275827127995,1.0149621248402774,1.024435984359899,1.025505532752476,1.0318255943311012,1.0330677711901353,1.0172231258162276,1.0221472182812457,1.0262386642269266,0.9867166428280436,1.0050303067098414,1.020267991755587,1.0023365227765082,1.0604609452244753,1.0348993147918932
1.0477745926383668,1.0554502761320108,1.0369191033090914,1.0761648554355103,1.0204990681422428,1.0248519943474386,1.0508255511561833,1.0391974753275428,1.0120837180229112,1.0174793177014425,0.9986070945947569,1.0300940773768836,1.037958350480547,1.0327858406307497,1.0145400192013914,1.0720650731958037,1.046347233907516,1.053208197984125,1.0134791729161432,1.0365317904202733,0.9861117712943589,1.0224420243943841,1.0312978481271062,1.0221687714827308,1.0353035464875815,1.01958136318697,1.0517038331970952,1.02263607213087,0.9996911875342853,1.0553672908788803,1.0465503065543729,1.0317554035327268,1.0127442271758336,1.0134273251991548,1.0239401892328401,1.0203765855859919,1.0058904863133604,1.0308556245994245,1.0893176221219383,1.0004148875725252,1.0036845754781099,1.0101347982916244,0.9971845698300484,0.9957761307285633,1.0209759063617303,1.0023732499215845,0.9946359083225619,1.0095030305697266,1.0154671395437234,1.0131231465755608,1.0281091447125423,1.017840976085993,1.012305556159343,1.0407345251833906,1.0217717600627012,1.0230398969924985,1.0272290150507242,1.0193778618591174,1.028237737878605,1.0104836822647996,0.9832000858396583,1.008907145304259,1.0106377840111072,0.9883125874536107,1.0073710514291825,0.9901148100888678
1.0538153060095712,1.0209464720269588,1.010557620013197,1.0480890345677052,0.9627966212270538,0.9981729596970986,1.0215061560863674,1.0121414582307282,0.9582865235124631,0.9781855798446822,0.9341844034738703,0.9993682066182102,1.0370076504315193,1.0047945890175847,0.9624524562792169,1.0965550202296708,1.005283038581807,1.0373583849681784,1.01452672597131,0.9933137613833335,0.9865849308863696,1.0081328249612913,1.0018147710674339,1.010086633731831,1.0064147010877706,1.0045230397496794,0.993177578612231,1.0088593111304063,0.9664663042574199,1.005529855350707,0.9977546401981477,1.024753773382339,1.0000059027012067,1.0055955975143471,0.9859956081224518,1.0064577404025359,0.9987116353713966,1.0134402436270071,0.9947158956326378,0.9765547096858533,0.9739014959421941,0.9929840877103344,0.9984783503818433,0.9786016818538622,1.0208334589794275,1.0014765576294258,0.9824476642971651,1.0027749611007395,1.004930343528261,1.0057404318447771,1.0205571270517648,1.0105033082941544,1.004933019499257,1.0046083971237167,1.0119668615921977,1.0044544772333803,1.02313534383293,1.018922345259142,1.0157124909992754,0.9996003442686558,0.9908608599480829,0.9956949149250629,0.9930567983700002,0.9757199182379888,0.9612844841035961,0.9797165446602764
