cs-16_roi-4,cs-16_roi-5,cs-16_roi-6,cs-16_roi-7,cs-16_roi-8,cs-16_roi-9,cs-16_roi-11,cs-16_roi-12,cs-18_roi-4,cs-18_roi-5,cs-18_roi-6,cs-18_roi-7,cs-18_roi-8,cs-18_roi-9,cs-18_roi-10,cs-18_roi-11,cs-18_roi-12,cs-19_roi-4,cs-19_roi-5,cs-19_roi-6,cs-19_roi-7,cs-19_roi-8,cs-19_roi-9,cs-19_roi-10,cs-19_roi-11,cs-19_roi-12,cs-19_roi-13,cs-19_roi-14,cs-19_roi-15,cs-19_roi-16,cs-19_roi-18
1.0588772149049996,1.048223192570011,1.0567342873099543,1.02839986416632,1.0709059723196037,1.0277730032900738,1.022611961087705,1.0366023320203044,1.0882150071629648,1.0886936192428702,1.0824489421631043,1.0569684520279328,1.1112393582565427,1.0645745966413809,1.1089593229450476,1.1133926013516893,1.0798783213612015,0.9575646446231154,0.9766902617538242,0.9961711611046343,0.9106437539395436,0.904479312326055,0.9929909999046328,0.9793561804866125,0.9557375591419296,0.9979788944311148,1.059618369495358,0.9514746118163167,1.0153918570677238,0.9893618756541643,0.932484282766759
1.0538177934343647,1.0533338499112512,1.0528305587968667,1.0239165715819158,1.0618745924377258,1.0337286159280334,1.0278004181637996,1.043773475283154,1.0749119177055881,1.0766220710198646,1.0929656752610417,1.0514163408929946,1.1158014897293325,1.034841178284293,1.0902334973199586,1.1111473694553828,1.0704827808494013,0.9647715654701301,0.9646304426597095,0.9824435947362045,0.9137887189685596,0.8980873069034601,0.982799884569487,0.9865128688640702,0.9603469215707524,1.000910685577208,1.02833335572341,0.9368847434134383,1.0042290212760856,0.980382694505317,0.9476859245942847
1.0539308792197115,1.0560207372687749,1.0449606572611665,1.0335509322036658,1.0581220198411332,1.0375302265409136,1.027718615525026,1.0480415485586196,1.0529776006387161,1.0650738723169906,1.0742501060349476,1.0399853168858726,1.095732596641851,1.0023650283531993,1.062676928673246,1.0919501608183804,1.0574467519726918,0.974502257885531,0.9580023787076312,0.9840120759196399,0.9158680381531347,0.933173038468889,1.0095529666662546,1.014795767994757,0.9855593292659742,1.0051852835046953,1.0497254217939305,0.9341975302597872,1.0125702363713318,0.9843850040064083,0.9642727538931626
1.0536443100896145,1.0470925797143198,1.0433693777399637,1.0435099531855816,1.0519828931073345,1.0249661610313103,1.0207008223895986,1.0411712870714098,1.0578768264615919,1.0633815849204988,1.0509739462995233,1.0497552317170822,1.0779324496262643,1.003213156705073,1.0519180872302278,1.0764666212093716,1.0439562476822537,0.9833809237877429,0.969937013518019,1.0038034220580143,0.9286326677799039,0.9811813983906379,1.0677374727034685,1.0492455457010137,0.9952608463921819,1.0053269997929875,1.08792745454148,0.9653493632887824,1.0272888181268736,0.9955826123852575,0.961081788514476
1.0555366934780968,1.0381530584398087,1.0424506394334097,1.0290294281639272,1.0367280730597763,1.0247357140006688,1.0196354204661668,1.0174244812386048,1.0622714759573502,1.0620904212216533,1.0539443655700955,1.0275332027773771,1.0640438102204133,1.0237813404878076,1.0525735745929063,1.062733924227979,1.0335266004333585,0.9863013221891473,0.9776600653885102,0.9962266620439832,0.937575470196273,0.972682604119237,1.0589981702787044,1.05251469106645,0.992436208236024,1.0076347547478042,1.0422742646012007,0.9987584063575118,1.0392155839021906,1.008157513673506,0.9544783095252538
1.0556476031211126,1.0364830760164003,1.0351147678541344,1.034842341408073,1.0347097016686762,1.0316993278329523,1.0213527313743338,1.00962464330846,1.0456465652140596,1.0530279036685972,1.0549873233810565,1.0041694115734676,1.0484112721915657,1.0299949809261042,1.0498339209606151,1.0614195447584267,1.0275931770952595,0.9761454646372366,0.9673134333236135,0.9916988690822507,0.9260213524743903,0.9489801704244196,1.0044903307210686,1.0600608377758864,1.0044172543129894,0.9892629707128676,1.0082299446912353,0.9885411214316797,1.0382931944185123,1.0037344820442573,0.9532553417133487
1.041959323678855,1.0300179587317333,1.0331758597590754,1.0534066041637409,1.0299087872480457,1.0333510630394223,1.0198122891354853,1.0326589803953559,1.0322360836515774,1.0339716917698907,1.029364473910392,0.9974921948004782,1.0516150316633035,0.998012381937136,1.0355847113034147,1.045215545787776,1.0189679893229138,0.958816178710114,0.9537619993395651,0.9900185348882422,0.9045948682561324,0.9244197242239532,0.9349226771737401,1.0374874271026941,0.9823324188833311,0.97325602139123,0.9841658120924547,0.9415185094620104,0.9914496613418968,0.9844688214901175,0.9549712691390541
1.0417583053146156,1.0232191651915843,1.0298888624727118,1.0449166736548805,1.0178231522793941,1.040361070962091,1.0179276184045645,1.0335749886137608,1.0294014031457543,1.04015110817901,1.0217642046210849,1.0005592090908084,1.0467501866377293,1.0056928594068528,1.0270908706997524,1.035276346449877,1.0134899041747598,0.9631759835839891,0.9682524326621409,0.9925179385490628,0.9239717981360719,0.950126467889143,0.9356655429667923,1.030581804721439,0.9710020108245421,0.9814979903157014,0.9761214447902613,0.9372752592806145,0.9787382979917515,0.9844248015628142,0.9533967942678608
1.0414435328014253,1.0248266108158237,1.024548548122261,1.0299392051361376,1.0011547613959546,1.0380683834167481,1.0138946420191515,1.0286080917300395,1.0278631292491944,1.0329343871417862,1.0320967921020145,1.0100833588805656,1.0472122866005085,1.0292876883824729,1.0286503815007622,1.0486826256953063,1.0457165689813153,0.9851303562017993,0.9786111085375468,0.9956737018872787,0.9558911463797788,0.9780678871720409,1.0192371090777848,1.0324923718370875,0.9772504316861718,0.9951565939204993,0.9788531507011369,0.9565149948975085,1.000514884534837,0.9846301686871456,0.9544232006686287
1.037513782540829,1.0254900501908026,1.0259001877502778,1.0215296597853911,1.0114206318161922,1.0271389492446517,1.0158110329573382,1.0309411635634544,1.0247786622749542,1.0042456136281404,1.0180449595855086,0.9764831101822422,1.0377832428270684,1.0078797072693801,1.0165518539366645,1.0260973708507481,1.0655255345527,0.9786580198450388,0.961285755873455,0.973534280851046,0.9484527631486049,0.9576030327365491,1.007253451806143,0.992522360640825,0.9649592768524645,0.9907580967959349,0.9889552666686922,0.9405854842660746,0.9970187240997372,0.9803733667486337,0.9646779150068222
