cs-6_roi-4,cs-6_roi-5,cs-6_roi-8,cs-6_roi-9,cs-6_roi-10,cs-6_roi-11,cs-6_roi-12,cs-6_roi-13,cs-6_roi-14,cs-6_roi-15,cs-6_roi-16,cs-6_roi-17,cs-6_roi-18,cs-6_roi-19,cs-6_roi-20,cs-6_roi-21,cs-6_roi-22,cs-6_roi-24,cs-6_roi-25,cs-6_roi-26,cs-6_roi-27,cs-6_roi-28,cs-6_roi-29,cs-6_roi-32,cs-6_roi-33,cs-6_roi-34,cs-6_roi-35,cs-6_roi-39,cs-6_roi-40,cs-6_roi-41,cs-6_roi-43,cs-6_roi-46,cs-7_roi-4,cs-7_roi-5,cs-7_roi-6,cs-7_roi-7,cs-7_roi-8,cs-7_roi-9,cs-7_roi-10,cs-7_roi-11,cs-7_roi-12,cs-7_roi-13,cs-7_roi-14,cs-7_roi-15,cs-7_roi-16,cs-7_roi-17,cs-7_roi-18,cs-7_roi-19,cs-7_roi-20,cs-7_roi-21,cs-7_roi-22,cs-7_roi-23,cs-7_roi-24,cs-7_roi-25,cs-7_roi-26,cs-7_roi-27,cs-7_roi-28,cs-7_roi-29,cs-7_roi-30,cs-7_roi-31,cs-7_roi-32,cs-7_roi-33,cs-7_roi-34,cs-7_roi-35,cs-7_roi-36,cs-7_roi-37,cs-7_roi-38
1.0685566331132017,1.0380603486494078,0.9530548389040646,0.9681212159547966,1.023008070324092,0.9776254213423871,0.8423100681347773,0.9103066666161419,0.9962063758585755,0.9371978994959166,0.9478249064364452,0.9649447745087375,0.9421033023826851,0.9624290336044623,0.9457446785173151,0.9874581198859562,0.9625323666750509,0.9712905772795286,0.991640112406085,0.8991075469586864,1.0750049496511114,0.896932470373806,0.9829700032267926,0.9272579040992512,0.995672899628579,0.9060496328300365,0.9684638617097809,0.9718602509066295,0.8877010079621718,0.8941991494477928,0.9788352468159514,1.042852169569893,0.995181846953058,1.0274183853533916,0.9518695681858897,1.0147437078643105,1.0017220906844806,0.984812784147695,1.1985161057301097,0.9732351888631928,0.9508390027438708,1.0069679464637695,1.0387161845486659,0.9265226236023195,0.9757786691344658,0.9663922623143414,1.006948425961672,1.1162245617714026,0.9041963736347223,0.9627863954726859,0.9986738241488916,1.0716224130686234,0.9680178983941637,1.1083105409017315,1.0274854621534122,1.0180397803153909,0.9851223678316912,1.0207970044812327,1.0067801557342815,1.0175522273268858,1.1581694637636197,1.0849813197988523,1.2084853824350852,0.987150369895353,1.0856754554964094,1.0933465349591946,1.0432600499641207
1.0672495562833018,1.0424445222941314,0.962826596113448,0.97398085703693,1.0370417177913067,0.9891398596278332,0.8607134372419888,0.9145389210045108,0.9746035284896357,0.9623860869893991,0.9649120436334269,0.9976616829121011,0.9984410096013053,0.9674654399430209,0.9530958187537358,0.989428193232439,0.9759783156725321,0.9762383808044103,1.020504323915973,0.9272880548200293,1.0743453437820258,0.9039840079577577,0.9840800154275974,0.9419711962325402,0.9945668493891399,0.9178333054730289,1.0184850022126246,0.982436996938922,0.9067657998599693,0.9079729136370662,0.9816162665284044,1.0525733902141725,0.994190389479347,1.024848224772067,0.9532163765656039,1.021067666904811,1.003971547669561,0.990792410401442,1.1657505240720298,1.0039887180979306,0.9550793022824632,1.0085330168178017,1.0249813511687802,0.9492310587979292,0.9925899091510559,0.9794128851464312,1.0076941820866694,1.0920291762340224,0.9052775111310382,0.9706319579370963,1.0060126369379223,1.0711892689143945,0.9662082163812252,1.0686615892447469,1.0333328151841055,1.0113261872676376,0.9876059553631775,1.0236645081542466,0.9997625358587662,1.0225481576491522,1.1187279835842345,1.0947330382625913,1.1758931667732058,0.9948885949930741,1.0577878282793425,1.070398020119491,1.0526529441032937
1.0809528170811378,1.0510899627626065,0.9697142187446496,0.9740495138194706,1.0435896831159794,0.9937977874105148,0.8799684883651314,0.9226112626840909,0.9657547043765925,0.9622719570037372,0.9794210295487765,0.9996889024901376,0.9995552831286065,0.9756207719078168,0.9562507355741362,0.9771042356481096,0.978346165432088,0.9546448949875077,1.042163180202101,0.9464050466609436,1.0581820131676452,0.9074110716647578,0.9860487485310241,0.9577822591971034,0.9856075151082767,0.9309681279307335,1.0103815535118752,0.9870625737401695,0.8910836222779284,0.8999502528432181,0.9603643865975772,1.037212629730823,0.9897571893870136,1.0142980765266447,0.9560956056992682,1.0131693664798211,1.0013995595133585,0.9905534008996608,1.1076401613309017,0.9800379712467959,0.9519345627334542,1.0083211312355012,1.0124307156000183,0.9520284544794023,1.0051985474437657,0.9799236382320264,0.9884304314843356,1.0617010523153716,0.9129114057932111,0.9794716780539785,1.0045704709652992,1.0541982567820596,0.9494036490181785,1.004884325485223,1.0226708052065256,0.9989487259551016,0.977616201271918,1.0102609303618824,0.9791947426411187,1.0242880788099578,1.0834310243250076,1.0892817582839613,1.1043674475715826,1.0015465381341235,1.0341221301820418,1.0376220900326367,1.0617622952096104
1.0820552885808714,1.0506527416250873,0.9749846415072219,0.9698853534373053,1.032453355787857,0.9913874493031406,0.880548367516469,0.9124581332758275,0.9585025371672832,0.9398844592899804,0.9755980252294544,0.9655610505301502,0.931959375026437,0.9698003158163827,0.9475337885471827,0.9726410173718341,0.9723836152062896,0.9398535708386574,1.0400019513040157,0.9585426262849839,1.0610981147209229,0.9043667868562117,0.9858601605249677,0.9434998793697553,0.9738708708542614,0.9276760582118809,0.9623473738425977,0.9778733572085357,0.8728446166145916,0.8864511264490919,0.9549851390141945,0.9986507362494456,0.9889639425428227,1.0106841208517718,0.9738243643748189,1.000008674986688,0.9978015430385782,0.9837743322617879,1.0952771692187746,0.9630578199466748,0.954882190340964,1.0087456748357118,1.024968877578317,0.9429009204129228,1.0027871821018686,0.9763177471100098,0.9785525631563406,1.0471589976362612,0.924878056299417,0.9769175572608868,1.0140183652281347,1.038002079980918,0.9521626744581476,0.9894076934196873,1.018556501359632,1.0054026859958103,0.9893381575018027,1.021364644236847,0.982940447230737,1.0186281467157419,1.0874367983986715,1.078941271544761,1.0518236932169376,0.9975287568878811,1.0229009327853213,1.019797685551704,1.0518793241033475
1.062352129790549,1.0404144442641299,0.9762257334824744,0.9754026625974672,1.030659096552758,0.9947098445721002,0.883042737592666,0.8972411613710102,0.9529414880990571,0.953296234315574,0.9591400671044891,0.9803604041661962,0.9521290598022546,0.9662251299122684,0.9470717390159175,0.9860404492396023,0.9800452560260731,0.958066322081608,1.0396471918101478,0.9637243887908826,1.0615565436904106,0.9048647699300927,0.9862410932702688,0.937011102667209,0.9735118864457364,0.9260704187684778,0.9720786940696403,0.9791245619199465,0.8981272630368721,0.9027379831014943,0.9686298911780848,0.9977809191032477,0.9939462356036329,0.9964082021041564,0.9762484476663702,1.0052542320509523,0.9947990204476473,0.9921646355221532,1.0823433682265367,0.9897765518980439,0.9717981027758712,1.0220064967945957,1.079685713747857,0.9539574436541027,1.01570899857398,0.9811273749361646,0.9637516780605567,1.0353341606343307,0.9349515845750722,0.9689309908081671,1.015929339860642,1.0435524207895808,0.9602608141243382,0.9901038316697023,1.0014073760779076,1.0257268950394456,0.9982554504289473,1.0296239582271725,0.9973603222079002,1.0092064149638826,1.0765987207778254,1.0786338508283253,1.0071439158887432,0.986913124357395,1.033183577784266,1.0101099230134292,1.0472995305440147
1.0533648267253324,1.033352414632986,0.9733623158069951,0.9811462890574748,1.015287189254307,0.9862715269938652,0.8845332991212675,0.9027214037410624,0.9464639548587295,0.9437723873541679,0.9475487137714115,0.9841029755957482,0.9500824926269873,0.9746730298399271,0.9591111805758686,0.993518254522492,0.9830202936715319,0.9549277080025398,1.0117840882904752,0.9347082186842871,1.0319459633044055,0.9113420233832732,0.986215889005787,0.9429761225917254,0.9751700525232115,0.9246200338165081,1.0096035266794523,0.983002619296093,0.9172038064138415,0.8988513883875765,0.9672618493962974,1.0333893402022039,0.9924530644230066,0.9854546645852841,0.9706192224505077,1.0092599104261204,0.9982465453651949,0.9986149938036515,1.0659528645346124,0.9855995378961527,0.9694921346015996,1.0154015697245888,1.0662921313034008,0.9628403301083737,1.014967013704022,0.9774061617714938,0.9494240686982109,1.024311080055928,0.9371447511635245,0.969552215067705,1.004988291372145,1.037635962513327,0.953244426802508,0.9811263583512152,0.9840522040997599,1.017372724642195,0.978598628704485,1.0180431117172908,0.9920410711097803,1.0108356103361682,1.069619940429412,1.0445659823762663,1.0237143911239244,0.9748154967097818,1.0420371995228066,0.9978521163440981,1.0448738670426434
1.0514380800739636,1.033937160487379,0.9758073374784265,0.9905259528740638,1.01478398139847,0.9813849296055213,0.8984758869094479,0.9141447345093243,0.9416078238538925,0.9462096632321813,0.9557979504934104,0.9908983590963534,0.9356490482252374,0.9800407343098644,0.9635127593391164,0.9801628193299539,0.9885230119953524,0.9528963373967153,1.0062567237389084,0.9295591505305757,1.0366539652306395,0.9232871333033299,0.9888248377487526,0.9566998650466894,0.9728073749975967,0.9239725133539702,1.039192485598582,0.9932725254750402,0.8981053024601633,0.9155527079331125,0.9803229466522506,1.0294233345615162,0.9903940140682526,1.000725557766396,0.9831804026820997,1.015943839599796,1.0089731975981417,0.9899001243445824,1.0630080336075312,1.0241698177511178,0.9866116513417091,1.0032150183378095,1.0136393431100832,0.9700657001078606,1.008330059741229,0.9900253901867089,0.9708289248040118,1.0189383799951428,0.9419684260006674,0.9743050635435448,1.012157625476134,1.0281941787437965,0.9483628547916741,1.0029511886020788,1.0179220160898301,1.0066711527249956,0.986799934741883,1.0345012840937151,1.006328664790364,1.0253097637043374,1.072718426770629,1.0088572463273888,1.052027102111843,0.988155762601052,1.0561159644648812,1.0218602286922296,1.0577249758086846
1.0695821685487328,1.047951952674468,0.995300447886496,0.9810145789197195,1.0332125805276995,0.993050781140044,0.9246449071756095,0.942638440693064,0.9885981868080217,0.985847307594578,1.0047367485992302,1.027679705468402,0.9762069516376457,0.9933344935449196,0.9740808104630256,0.9815153097167039,1.0082305079583902,0.9710753138479435,1.0467325124115514,0.9504303195371544,1.0616950936816094,0.9321109626594051,0.996255655995355,0.9893234840618413,1.0031446490757312,0.9343188135321641,1.0613363262136235,0.9990226505783738,0.9186657393875917,0.9695602825614409,1.0042973906749275,1.043535704632966,0.9896014246114233,0.9963835355829348,0.9784251542445362,1.0080093370159222,1.003610608052134,0.9697930183242269,1.0077217477294793,1.0160623045937944,0.9863131483602824,1.003952379394078,1.0052351030215125,0.9460574306490541,1.0079272652638547,0.9825291691372452,0.9776077146919125,1.0115381908498438,0.9476609470316598,0.9718473645954,0.9875379535233403,1.0131505321427006,0.9385289181920173,1.0020609167385648,0.9937821328631555,0.998763289084366,0.9880842561301613,1.0239597554893167,0.9982722391843045,1.0112754045973247,1.055534054108217,1.0025934540015717,0.9507405978044592,0.9936113272379422,1.0451670646125026,1.0172907103859465,1.0309582089359393
1.0714523281673707,1.0522585225401435,1.0099062914438164,0.9709725909795794,1.0334162053721014,1.0049700625705793,0.9359007837096438,0.9684467513783545,1.0130843907514602,0.998588568954409,1.0113444528854385,1.0291142970103953,0.9901920552279779,1.0029885615777745,0.9869164883221376,0.9974046275012856,1.0095139087276643,0.9929536473058851,1.0591432515153827,0.9901260450694629,1.054303769603165,0.9400394413736928,1.0001140941967737,0.9930129743639836,1.0184864133472786,0.9515366321365283,1.02055575055122,1.0005896173694673,0.9600647560651465,0.9682318919180665,1.0225025396251894,1.0588664196190365,0.9897561548859659,0.9985252614952885,0.973763424123046,1.0002108565019407,1.0076048190291576,0.9701848114188005,0.9742170000789119,0.9778194536488604,0.9719920921708672,0.9978844570029856,0.9918520393935405,0.9345024192303183,1.0002451739582194,0.9666204221315543,0.9667406176557108,0.9996092476459961,0.9535291510111152,0.977468599086074,0.9831315679820656,1.0114472828628223,0.9517150718696898,0.9515733341528302,0.9582464925973381,0.9934097899820922,0.9802117772942497,0.9887110169339132,0.981652872758529,0.9896619513667269,1.0343637171720184,1.0073979657561893,0.9047335948490057,0.9820286398845716,0.9979100293567924,0.9733109156734145,0.9997763221341033
1.0705198965196825,1.0478639932753697,1.0100261077573798,0.9812658847431919,1.0260000072951267,1.0083588749273913,0.9406289074659536,0.9709924045332249,1.0282839408753526,0.9932252104834757,0.985123097291931,0.984090596113478,1.0125668293080525,0.996702263877576,0.9855342143575354,1.0128735326114335,1.0018112947765039,0.9895025146720781,1.0250344996843506,1.0195974176971248,1.0380032378848438,0.956683376470991,1.0006610062447612,0.9716356990243689,1.0072778798948656,0.9649448362054452,0.9810918356821434,1.0054134433841528,0.9550366653602915,0.9814476088156058,1.0143690966780168,1.0490460488337416,0.9913516291986604,0.9965282727829341,0.9828189385052274,1.0105100614777993,1.0186641620351322,0.9821033279139082,0.9830542158856765,0.9763110274710823,0.9871603138717742,0.9968038435793171,0.9993263856815133,0.9666926917160343,1.0009413784631247,0.980756990063748,0.9686186774011823,0.9996954604853749,0.963119423751408,0.9908518560069876,1.0017028940251904,1.0194275181138086,1.0134604316159501,0.9491651123007525,0.9799604560607816,0.9911647394948174,0.9873206075536993,0.997217721893359,0.9868033772958847,0.993258393216649,1.021164259607898,1.0388626307810114,0.9410920733773516,0.9783923156098167,1.0024398199481972,0.9947551903174491,1.0157444756145009
