cs-8_roi-4,cs-8_roi-5,cs-8_roi-6,cs-8_roi-7,cs-8_roi-8,cs-8_roi-9,cs-8_roi-10,cs-8_roi-11,cs-8_roi-13,cs-8_roi-14,cs-8_roi-15,cs-8_roi-16,cs-8_roi-18,cs-8_roi-19,cs-8_roi-20,cs-8_roi-21,cs-9_roi-4,cs-9_roi-5,cs-9_roi-6,cs-9_roi-7,cs-9_roi-8,cs-9_roi-9,cs-9_roi-10,cs-9_roi-11,cs-9_roi-12,cs-9_roi-13,cs-9_roi-14,cs-9_roi-15,cs-9_roi-16,cs-9_roi-18,cs-9_roi-19,cs-9_roi-20,cs-9_roi-21,cs-13_roi-4,cs-13_roi-5,cs-13_roi-6,cs-13_roi-7,cs-13_roi-8,cs-13_roi-9,cs-13_roi-10,cs-13_roi-11,cs-13_roi-12,cs-13_roi-13,cs-13_roi-14,cs-13_roi-15,cs-13_roi-16,cs-13_roi-17,cs-13_roi-18,cs-13_roi-19,cs-13_roi-20
0.9659716760775225,1.0244742978407873,0.9844939271108845,0.9897552223825525,0.9604892103291173,0.9562197874625125,0.9758692306487446,1.011547643629861,1.00799452866523,0.9773769792252703,0.9830311814418247,1.0002673022216826,0.955416636274698,1.013552005073186,0.9930217023594857,0.9953969617098173,1.0088180967003622,1.0048696225698377,1.005366520971031,0.9543660743774044,1.0068612058275432,0.939925849874285,1.0143018268317714,1.0010932270793131,0.9633548213821079,0.9634643336684662,1.0385888192057893,1.016447933230458,0.9665809728137611,1.0315355275278137,0.9719808493382212,1.0485874736387237,0.94176694296835,0.9546461572508497,0.9650165712981607,0.9469993386382591,0.9931947845911188,0.979754317193244,0.9142094809456521,0.9577345508661025,1.092522222764893,1.0543606562183714,0.9846559841591701,0.9777199615061288,1.1133459909322798,0.9808360078662387,0.9866371127045764,0.9679281311424718,1.0288999275588615,1.0415908086974686
1.0035437556865112,1.0228885443942464,0.998192570250811,0.9958644909107859,0.9841238608311378,0.9898105299521706,0.9931188147473062,1.0094510481700665,1.009041395448025,0.9849662101099556,1.0063037319749184,1.0107951232725951,0.9913508013634011,1.017974826748092,1.013826302060498,0.9998408890046693,1.0077652852677916,1.0165205965227635,0.9784472542286592,0.9459277948482073,1.0007773864531018,0.9481710215404602,1.0115569492656824,0.9986800032136355,0.9625717065821949,0.9464921858006201,1.0274935830275322,0.9761149605967299,0.9609449328501394,1.0189612177921696,0.9722915592703842,1.0349195042209323,0.8805165393750582,0.9393145676503223,0.964114337272225,0.9481825550339223,0.9815947847956756,0.980958458387426,0.9159429579957884,0.9553282004143606,1.0534226347358113,1.0509475310826013,0.9771743706688666,0.9745758913890099,1.1007984523532333,0.9661475296129957,0.9574423660229952,0.971079444450235,1.0139735610279768,1.0144412061357395
1.0308084096853427,1.0233477768116015,1.011621397681363,1.0061237183210754,0.9982322696004775,1.0175248338756189,1.0133608824313134,1.0047944104673718,1.0107632862227456,1.014622001369951,1.0187790692266867,1.0254196593545122,1.017948552268175,1.0207339069476769,1.0217145196596813,1.003788532921021,0.9906022843624268,1.0045394805955064,0.9877495367951852,0.9621937050447067,0.992290019912574,0.9835702029831148,0.9900135642623957,1.0077714375577573,0.975990659353634,0.979411088875168,1.0227513989853472,0.971078265261415,1.008058621875187,0.9742141197927328,0.9904641918137669,1.0626832149928778,0.8867061946543747,0.920036459770242,0.9388297043855253,0.9499705206147737,0.9509969151765473,0.9631881780834199,0.9155240966203992,0.938265226771577,1.0085516475549374,1.0210415782817812,0.959629555881956,0.9669979312637221,1.0620038143149957,0.9564710865918351,0.9363056198421356,0.9681414976588132,1.0022359706868822,0.9767413729276331
0.9985959151637712,1.0188638934547303,1.002409824579987,1.0022534857815466,0.9868459420847473,1.002451658658205,0.9977129345878735,1.0010688726099433,1.00905772325411,1.0162975195230577,0.9959789042189511,1.0057585887651599,1.00042857066377,1.0191714987629878,1.0240880406884247,0.9989197542773806,0.9900782321912408,0.9875884985624797,1.024048445480432,1.0337212836539043,1.0020539942497864,1.028822422437485,0.9723100691750166,1.0227804027668124,1.0163503748280944,1.0499089907427275,1.0253023817308318,1.0218825035014705,1.060309233326991,0.9550175336762686,1.002491671943156,1.1003115163023387,0.93037284362147,0.9304175407059977,0.9343181272482876,0.9534588678921351,0.9472415096331214,0.9550667598465876,0.9216426902918944,0.9436546046673785,1.0222106484466567,0.9904152104749537,0.9571846515205292,0.9622732415962556,1.0626987912236585,0.9604939046824055,0.9465960677630585,0.9698130666649923,1.0157535107016014,0.9883098308853405
0.9888580932373219,1.012227688556613,1.0039540335187376,0.9966928011392712,0.995572318523693,1.0019745243876772,0.9892850829555269,1.0115678320311803,1.0044735214901572,1.0032378780139997,0.9922786700457843,0.9952586463103607,0.9993944827197676,1.020089997312921,1.0275325281678662,1.0020533224436423,1.001888055428603,0.9871115591934035,1.0332679569855574,1.0805650538691443,1.0133244581486336,1.0404801131608679,0.9728536687188988,1.0209854291250826,1.031947060353318,1.0597861544328127,1.026434011598148,1.0298279061033624,1.0510013577908819,0.9801492356831981,1.008226027879134,1.0950144840111808,0.9570937770055497,0.9371218990152623,0.954980171683632,0.9580946164163807,0.9520967887515673,0.9584531183479382,0.9272108461065691,0.9499798677029249,1.0348771004115718,0.9858403383609566,0.9536360626389269,0.9646125156083107,1.0774240729566091,0.9558075008553057,0.9588940236280622,0.9759568021728297,1.0047015370186845,0.9952599263153197
0.9969004193163392,1.0128384191161053,1.0158925815199389,0.9996431255632778,1.00547135904955,1.0006032956257176,0.9980239162200933,1.0368155962005614,1.0037873773903576,1.0159600381682496,1.0231970530659684,1.0117485863586506,1.0242321543725648,1.0307126639279676,1.026438176501043,1.0131785493355605,1.003058908194542,1.0118700074471376,1.0430521048185972,1.0751719805530748,1.0161415433153733,1.035663200771144,0.9871303516498866,1.0210510160885298,1.0429814785970157,1.0657578665164853,1.035805169298167,1.0315475695342464,1.034157984113579,0.9959805856455902,1.024028912144391,1.088004845135157,0.9913117527026711,0.9279733907125886,0.9351051781325341,0.9596869226004503,0.9438762720995875,0.9468136820228109,0.9176132323692548,0.9412910338141032,1.0000014806567317,0.992543532053542,0.9444764667152383,0.9638002080729314,1.0425597701388678,0.9407931853861986,0.9800579528949998,0.958175683256415,0.9553684009446339,0.9749352969517112
0.9912805393261868,1.0145450168047423,1.007653426109424,0.995121948076528,0.9939182563928087,0.9839889027575703,0.9917366497983274,1.023477337584378,1.0016825356611545,0.9857089482669682,0.9958829025211599,0.9896679119870669,1.0177801332874366,1.0288800384047854,1.003251303467009,1.0115131676752573,1.0072055053080897,1.0283173662430007,1.0407845195017866,1.0477012991984023,1.0135351821121956,1.0330481164641354,1.0117203101782906,1.0270763791057054,1.0456380001118863,1.028480722228876,1.0330715309071092,1.04591540005173,1.042049655976985,0.9944342811494103,1.025336509739537,1.0754802455888284,1.0151991139545447,0.9077534792779248,0.9320210782874846,0.9605813206083504,0.9245098795079935,0.9523940389956329,0.8927837735543402,0.9301515669777872,0.9748360266907586,0.9752278461189681,0.9410665649581735,0.9500242448771724,1.0331413818355912,0.9213420761004076,0.9496238954244505,0.9145712770174493,0.9323892913753402,0.9722672112252194
0.9985965383732315,1.0146603941342132,1.0038124954951935,0.9986984589782899,0.9804918574439391,0.9743220753532243,1.0025802260439314,1.0196088210018077,1.001296945024781,0.9787722944371592,0.973700197564727,0.97298053594759,1.006170231101972,1.003484624094215,0.9616998614323917,1.0210594082545303,1.0098011375385307,1.007721661049306,1.0471194611320602,1.005161031677103,1.0081577218021576,1.0363708836652472,1.034357199771241,1.0320038317971647,1.0461924340477913,1.0334700141517252,1.031672079982778,1.1011649778258221,1.0567556998771241,0.9967345155399849,1.030482855176434,1.0963916815148473,1.142275483748398,0.9285755340116641,0.9675972027818316,0.9672591415464732,0.9334394426129807,0.9700258450666157,0.9171846033074705,0.9396390632437063,0.9799336329495159,0.9564443041614604,0.9643474452797907,0.9610896547910736,1.0309610871372765,0.9457773332437598,0.9196375620124547,0.9390507656072787,0.9441523241107668,1.0069821938559742
1.0003442210974605,0.9997368630759572,0.9982412263188402,0.9984451811031447,0.977936065468322,0.9748996597863889,1.0125791556763613,1.017534716968021,0.995682180395594,0.9856168028646632,1.0072485030256357,0.9833770293918378,1.0010585061902977,0.9939622640126131,0.9406761306910767,1.0233215412852483,1.005593081134671,1.0035703013432722,1.0372159509447971,0.9710582965651381,1.009135487073443,1.0476377010337146,1.0278557753002253,1.0291677290285457,1.0387105172176052,1.060897456329041,1.0350767068218125,1.0927740965372774,1.0479619785241197,0.9907251215986655,1.021820829266998,1.0993208230790146,1.1907539232710105,0.9737228515837258,0.9724976756501105,0.9741792968651468,0.9711610838945933,0.9763963938308375,0.9646469406381027,0.9745131512286743,0.965790701662244,0.9714265123039315,0.990902897751202,0.9873506882300688,1.007170168115727,0.9770144728183366,0.9591398386368477,0.9689206201783751,0.9504190917992693,1.015464457785398
0.9845424686093229,1.0065311068166933,0.9920361449996123,0.9960440637518263,0.9957598793811436,0.9860890075044209,0.9992445472182205,0.9788338645024607,0.9864504006137867,1.0021401605824913,1.0127338208772043,1.0007392880701849,1.0060851478059458,0.9959613481098469,0.9774059645641447,1.0261458675473187,1.0039553907956673,1.0044859580227676,1.0279834271020922,0.9998317403932689,1.0144144114062952,1.049298698209182,1.0147525235556811,1.024718271394331,1.0068150004484366,1.0492384740130922,1.0225690068200741,1.0431912584593726,1.0405129357525609,0.9846095127762919,1.0685059245440587,1.074813761886823,1.0709406938950068,0.9793538511515555,0.9689271000096413,0.9704984467830412,0.9934412749472566,0.9743300879789232,0.9783958210930961,0.9861568420664736,0.9923339038757288,1.008616671595783,0.9952342574864393,0.991838231311909,1.0164791589524274,0.9774862299495918,1.0053487729477106,0.9842562845508503,0.9887666302322754,1.0203020620624734
