cs-12_roi-4,cs-12_roi-5,cs-12_roi-6,cs-12_roi-7,cs-12_roi-8,cs-12_roi-9,cs-12_roi-10,cs-12_roi-11,cs-12_roi-12,cs-12_roi-13,cs-12_roi-14,cs-12_roi-15,cs-12_roi-16,cs-12_roi-17,cs-12_roi-18,cs-12_roi-19,cs-12_roi-20,cs-12_roi-21,cs-13_roi-4,cs-13_roi-5,cs-13_roi-6,cs-13_roi-7,cs-13_roi-8,cs-13_roi-9,cs-13_roi-10,cs-13_roi-11,cs-13_roi-12,cs-13_roi-13,cs-13_roi-14,cs-13_roi-15,cs-13_roi-16,cs-13_roi-17,cs-13_roi-18,cs-13_roi-19,cs-13_roi-20,cs-13_roi-21,cs-13_roi-22,cs-13_roi-23,cs-13_roi-24,cs-13_roi-25,cs-13_roi-26,cs-13_roi-27,cs-13_roi-28,cs-13_roi-29,cs-13_roi-30,cs-13_roi-31,cs-13_roi-32,cs-13_roi-33,cs-13_roi-34,cs-13_roi-35,cs-13_roi-36,cs-13_roi-37,cs-13_roi-38,cs-13_roi-39,cs-17_roi-4,cs-17_roi-5,cs-17_roi-6,cs-17_roi-7,cs-17_roi-8,cs-17_roi-9,cs-17_roi-10,cs-17_roi-11,cs-17_roi-12,cs-17_roi-13,cs-17_roi-14,cs-17_roi-15,cs-17_roi-16,cs-17_roi-17,cs-17_roi-18,cs-17_roi-19,cs-17_roi-20,cs-17_roi-21,cs-17_roi-22,cs-17_roi-23,cs-17_roi-24,cs-17_roi-25,cs-17_roi-26
0.9050248213968348,0.9912028594793505,0.939077607109976,0.9095987043296799,0.8868738349929617,1.2906804455013814,0.9247184961516992,0.9969825644463266,0.8990570962424165,0.9050925662450112,1.0370760265421124,0.964750754047142,0.7162328591979998,0.9020868942752871,0.8586641198241508,0.9531091012818268,0.9541181041452039,1.0818245566452918,0.905867668107456,1.0626846742858198,0.928917991351463,0.9237106135737208,1.0046671304525903,0.9770026198462771,0.9532240966465565,0.9568124933928774,0.9502507878045261,0.9318985044146668,0.9262124535638596,0.9654982442539737,0.9676431521537813,0.9883097975039725,1.0124848927437797,0.9328787403150616,0.9287757522003857,1.003056612057475,1.0058561827620798,1.0445293010231873,1.006167482982424,0.9485775309961624,0.9642354230944016,0.93799114621923,0.9462427297639636,0.9502685633734071,0.9048145403499943,0.9756503970798982,0.9168899923609208,0.847733152994285,0.9549155480351875,0.9104288154490036,1.0009660159768825,0.9339997023071224,0.946248396955836,1.0342895032502801,0.9548737466041207,1.0316114862674568,1.043501253271632,0.9995236149538952,1.0244761123761763,0.9844702677981146,1.0150342365260674,1.0050966044968328,0.9839762892396721,0.9989675240280391,1.014906914880391,1.0199365804944955,0.9828519172324497,0.9421643617536608,0.9874586166999643,1.0119985823727282,1.0139442643041403,0.9982913452354064,0.9922133707807947,1.0387344021846021,0.9833923344325212,1.0191698090063819,0.9864467237940414
0.9058202780206641,0.9791392876092171,0.934664165124733,0.9081641416333516,0.8888528372514437,1.255760502508749,0.9124949260849675,0.9940854906042058,0.8689993625231524,0.9276962520957982,1.0250516599659831,0.964691721033495,0.7338886230403261,0.892677537976205,0.8467056765673651,0.9533827847550657,0.9674970988774345,1.0753983114945893,0.9127161250412242,1.0507958585506656,0.9318868870130022,0.936005458028097,1.004485634847906,0.9838085426424615,0.9643359822041959,0.9642440933358385,0.9620075697824846,0.9328910468233509,0.9391810253803263,0.9639895742132292,0.9726208256332219,0.9941561901723337,1.0403668723088582,0.9380761817328208,0.9340885177596292,1.0042441364361372,1.0058664054990263,1.0334826508148067,0.9920778815018222,0.9532435942985278,0.9801711173602037,0.9339791297174135,0.9548317348475084,0.9542904516505066,0.9182564598465066,0.9817898167173955,0.9146792081796171,0.8496880797091261,0.9455961418007541,0.9107627861489479,1.001217131372471,0.9629427673676341,0.9595974569498859,1.033664713017956,0.9530335179049585,1.0300356092323553,1.052981281311207,0.9881852161604712,1.0219204007191134,1.0135509635285334,1.0090834854323176,0.9981616725982737,1.0006016996195062,0.9993285430797686,1.0180272055292239,1.0211589165314214,1.0030644543751703,0.9979699197169298,1.0241506547865116,1.0156792633305767,1.0239384526315378,1.0093090023002727,0.984729117520053,1.0359281546494739,0.9938161282462606,1.0212386762658296,1.0044263110985798
0.9083144339653569,0.9605105427079093,0.9352985428820546,0.9126489676464692,0.8796634617157109,1.2262886098730938,0.9219139417243183,0.989328349831077,0.8047677567066577,0.9367291766709385,0.9872289043119511,0.9654295514822103,0.7713068684409643,0.9040790803088198,0.8778437997893516,0.9603513771871781,0.973436539063008,1.0801538746379062,0.9257155651798646,1.0498792258924428,0.9423719507285124,0.9520149485420193,0.9945233412255017,0.9974550571634317,0.9621908837369022,0.9950776247416729,0.9745102163580731,0.941894288015334,0.9732573197762184,0.9812832424068169,0.9699133321781367,1.0078222530576626,1.0743855627441898,0.9412495243863143,0.9435241607797109,1.0055345754063165,1.0064234085692838,1.029957408966253,0.9818906680863956,0.9577761859681175,1.0035697124469811,0.92137729533935,0.9584904850534227,0.9616749228302756,0.9318723294937779,0.9941066353268707,0.9132529579304782,0.8616144703299249,0.951302152454247,0.9149789679688163,1.0022103685092556,0.9875945729457134,0.9740907039318268,1.036630456708222,0.9228643591025824,1.0235801081468603,1.0546163148915892,0.9649508865332235,1.0454722592074375,1.035039557066818,0.9970861576949569,1.000828834779216,1.0133801592745524,0.9940002028633359,1.0135217520367417,1.0303544754818967,1.0111840947532387,0.9999926771221214,0.998389852678042,1.0217182124079938,1.0111042119720266,1.0061553428986163,0.9825343920053864,1.0261527799545567,0.9702025494716814,1.015038398778664,1.0086014492343367
0.9208588943179683,0.9675114339248785,0.9458576650021998,0.924523655094742,0.8828409971366461,1.223866690320997,0.9474596718063445,0.9855242701592621,0.8369712610694721,0.944763101004247,0.9758236267126422,0.9703110657685661,0.7934414102901272,0.8810211006001818,0.9139216589304539,0.973929667343505,0.9574761588668632,1.0788897672674276,0.9319063354741797,1.051722617711357,0.9564437666681573,0.948465405821412,0.9953735104290514,1.0009225955682899,0.9692682764476781,1.0015691644194284,0.9660479942114708,0.9434246666750077,0.9463889657910848,0.9948888857492855,0.9615222681119383,1.0064760833712287,1.0702060827664226,0.9386540163174205,0.9461482465909734,1.0095806389195563,1.0039004987495623,1.0287685456511488,0.9839519928852816,0.9596156767333883,0.9975313926771328,0.9241515933096393,0.9529884016016548,0.9675323790053294,0.9275487819097875,0.9998731905863913,0.9220717272829942,0.8790827304477472,0.9267151934154945,0.9288210950072254,0.9784179731540471,0.9861000712214809,0.9856235090660398,1.042165727671314,0.9087900971189339,0.9931848853302173,1.0907062774437475,0.9362167048348118,1.1077405634560218,1.0202411703821082,0.9806137973758366,0.9955061357411823,1.0145223194083368,0.956103977697359,0.9756941111024126,1.0128394800252796,0.9752105755851593,0.969246831268613,0.950225209994158,1.0024705250273445,1.0238546416952055,0.9935952067490051,0.980374357607774,1.0160466064286555,0.9336626927887054,1.0023262756634346,0.9653764351783768
0.9386654064145411,0.972691024981022,0.933566406536116,0.9349752345252742,0.8896903900671093,1.1683663412989822,0.9425763642127735,0.963253904799535,0.8616096656432572,0.9751473361176115,0.9502578612855702,0.9692186632426938,0.7866134331724075,0.8115816557858633,0.8831756702040747,0.9801027034842263,0.943857084814942,1.0658358720229935,0.9229305841703158,1.0313737947839248,0.9607283824660011,0.9429523907194439,0.9954637627636481,1.001784193379661,0.9601932098001132,0.9669393955790049,0.961319819491175,0.94520868884114,0.8905877265374789,0.9601376899913325,0.9678658717352161,0.9951017814884383,1.033614941088932,0.9365134751890609,0.9425859955238662,1.00452697495433,0.9923805157416232,1.0211578149278382,0.9815628227695278,0.9629875505820297,0.9730733519162197,0.9246287690648822,0.9522993089283776,0.9717766327794956,0.9129183057023924,1.0011344555510735,0.9330204639548632,0.869395482388903,0.8959426531195899,0.9165594429873926,0.9335876990842797,0.9716948608716344,0.9870959359034469,1.0400406101380606,0.9478258515230417,0.9570709114110332,1.0570747470350084,0.9547324999898507,1.0765485503959369,1.0260812383516815,0.9914953881816861,0.9838860323251652,0.9959435164626462,0.9612612499740028,0.9707495775722379,0.9937008466728763,0.9521723017248906,0.9840078990554482,0.9111060964870591,0.9844094073013193,1.0265303125149436,0.9945815547233373,0.9740451553443911,1.012769206288033,0.9623149223738141,0.9687296354203164,0.946820154485964
0.9640654588594335,0.993704280293025,0.9457184398479245,0.9539919469027368,0.8915013226012344,1.1288053215689893,0.9484112003789118,0.9455427283089736,0.8551231133932969,0.990124977029908,0.9530178174161782,0.9720172682048869,0.8053928045209273,0.8958938410855362,0.8801319855334312,0.9869707912152098,0.9805077192032348,1.0743875220285888,0.9174330699820089,1.0221359016605047,0.9396561299531986,0.9506363937288483,0.9922391059568082,1.009733931858365,0.9343364241874906,0.9550627268804781,0.9704057136986689,0.9603453906224297,0.8805381192981371,0.9089751823134828,0.9707819687488767,0.9810752604352742,1.0218620172364747,0.933827096970308,0.9475512999601804,1.0007192511975949,0.9788148493819143,1.0209550721703466,0.9730350576485669,0.963645476025877,0.9617125606078096,0.9232769981449082,0.9508204882075034,0.9742101885310167,0.9033925788731503,1.003669002807072,0.9462833166425606,0.8644339618222543,0.9070099506527091,0.905303778076615,0.9060383812069581,0.9661723902957738,0.9882258405745699,1.0408425133384014,0.9742702048793664,0.9545385694602095,0.9678094878797462,1.009857578767691,1.0042218463892543,1.0204891725816367,1.0142908896947167,1.0086194786293854,0.9822497183209825,0.9955068994485514,1.0049888095124127,1.0074147959126885,0.9614332099045346,0.9845823991800053,0.9227641270405365,0.9822171754237933,1.0087792962957405,0.9972402155385225,0.9875745092350086,1.0331521213187378,1.0200856291523697,0.9771735073261829,0.993188896526679
0.9758459710543922,1.0016302852757364,0.967223730143236,0.9654924382353448,0.8866453929954051,1.104416091153523,0.959054619621426,0.9611222489883777,0.8883149053572459,0.9695314251168745,0.9690198269460996,0.9781606751098221,0.8381277247141712,0.9744154989442196,0.9050800882196144,0.9882614584309447,1.0067698217456806,1.0710425132182662,0.9212896020886215,1.0333341925288078,0.9545469418200564,0.9592865140419906,1.0161341842248006,1.0227128138195367,0.978071795796841,0.9577550497756759,0.9669543305412784,0.9601067177480437,0.898338675359366,0.9408685609764875,0.9666261285607392,0.9854839769855991,1.0327245440041402,0.9291750937021758,0.9508948903635143,1.0074323710974922,0.9782057540512187,1.0250787386204827,0.9732863150415205,0.9609437325872681,0.9794248498740455,0.9257061148160518,0.9523038712992056,0.977835118352412,0.9159378675236614,1.0053855196053987,0.9453771216430231,0.9175432193317856,0.9213356201937456,0.9167615737573701,0.9452816581118768,0.975283611219408,0.9985165810415046,1.0452000549521476,0.9364830848289241,0.9689986632674885,0.9521971284358688,1.0259472641649834,0.992744331048023,1.005849833040926,1.0060685724409553,1.0134837328077675,1.0362200478357153,0.994346955461,1.0078178613492785,0.9966278545798174,0.9688600472680786,0.99478949036262,0.9945046777456097,0.9853103853137177,0.9993813947358764,0.9971853930871821,0.9857218943729116,1.044089460168047,1.003079756139585,0.9887887382311553,1.0146285177414225
0.9790086534561101,0.9756356960532572,0.9667544609123433,0.9683272234685882,0.9053395774112372,1.1018221614317047,0.946632298469246,0.9904814726309145,0.9022684122964314,0.9416465312868839,0.9582061865366752,0.9721099744973163,0.8619474280563806,0.940426189184047,0.894468192928352,0.9818924471545978,0.9654982235086214,1.0568918205601519,0.9315778977306252,1.04460206710321,0.988299591426127,0.9655072704143839,1.0279760491663896,1.0293109867597254,0.9929510957233207,0.9637695733074472,0.9624940487151309,0.9532981151109419,0.9198037988382651,0.9752627184401109,0.9702275904886489,1.0033661346133749,1.0599020295078563,0.9312798957386699,0.9451625496828387,1.011668572703338,0.9855145971329967,1.0237118044518287,0.9899816319040209,0.9582347875097248,0.9907733287048152,0.9499304664471001,0.9586269115588723,0.9790731352024659,0.9221420432007741,1.0013938524190003,0.9413097745199248,0.9401195614657027,0.9387752486837252,0.9209598882290929,0.9468520443381302,0.9775511314465366,1.0005093521505735,1.039732112031883,0.9457737855473289,0.977336158536573,0.9403763037097692,1.0097813973566372,0.9552461705314319,0.9774482041251195,0.9940542082095999,1.0000503324331131,1.014828270313544,0.9954840473956542,0.9972130796511486,0.9652041846074787,0.9717798599611519,0.9750708783949468,0.9839516856604993,0.9814761421783302,0.9651890625105709,1.0003406152243568,0.9696631627165296,1.021333022627425,0.9605160290200402,0.9629237772669527,0.9850863238763196
0.9940197371914343,0.9733097934126886,0.969748315702966,0.9897037906458397,0.9306051380828381,1.1274210608766988,0.9423761535234271,0.9846712356190119,0.9094323335044303,0.9580688420984208,0.985697652942064,0.9770131131336244,0.879210862110616,0.9305793908273972,0.8661948946979962,0.9632083067751952,0.9856189009913539,1.0641269704126375,0.9465846250546128,1.0343064999925518,0.9772127495297305,0.9650132919942893,1.0167452359428337,1.0171730962446264,0.9753876155993412,0.967020052439411,0.9869819115257449,0.9709086518163392,0.9580325900817607,0.9777197976782995,0.9841710127286151,1.011462718608539,1.0718424956802919,0.9425105261415873,0.9561942348775168,1.0170409821000996,1.0021469938476937,1.0203842190844739,0.9953748780844757,0.9701477093863581,1.0016415658613842,0.9646431615856242,0.9703056186440127,0.9823303035986738,0.9283719763883882,0.9996691313893983,0.9530956006636665,0.9162588359697967,0.9963132988828188,0.9405048879661055,0.9537938572967539,0.9942348268356831,0.9964107783845108,1.0395109985181779,0.9325516088691617,0.9707614895348661,0.9476197193767489,1.0096481354419409,0.9572038789988951,0.9541229523566299,0.9796501320652811,0.9928911155577512,0.978303501167267,0.9994503534557876,0.9992180631864548,0.9706656810698462,0.9821571949026642,0.9497977924363047,0.9596462267321344,0.9708394022577713,0.9824564889719892,1.001608162672145,0.9562141067894854,1.0022440213199346,0.9679537839315222,0.9735945244292805,0.9605209311614148
0.9902411803356135,1.0028205312145808,0.9784127866934705,1.0044660300593593,0.9286097144803508,1.088864169157363,0.962597575319072,0.9706782976059168,0.9003116758258776,0.9642830864018557,1.0018262198626289,0.9855397664145257,0.893251157398686,0.9308194429459288,0.9100163578658862,0.9762897950956959,1.0368783756079596,1.0702309694999586,0.9665196548143618,1.0050169448813415,0.9645705775154263,0.9674805895640889,1.0261255458539364,0.9976617706262528,0.9844353171314724,0.9692063549407808,1.009462541460154,0.984289400439707,1.0141706081624513,1.000151913331628,0.9999759878889078,1.0129037690188427,1.007018038363288,0.9586182135224997,0.9659386751321966,1.0204550442975373,1.018076216796357,1.0017850976787612,0.9869429839826792,0.9875637570242711,1.0196881010463252,0.9617030016250997,0.9826509035728233,0.9851066263365728,0.9741505222274877,0.9961168104596327,0.9499910596264655,0.923725811527869,1.0471583418226815,0.9576823760913198,1.060293733058749,0.9892533279125718,1.0037964263314296,1.0359775482265654,0.9631849152002558,0.9718546917848386,0.9648203560295365,1.0279763575400607,0.9734225183504853,0.9947786718279277,0.9784182880434409,0.9906144646545557,0.9873049735586845,1.0000650718661936,1.0070435339726815,1.0047188178444357,1.0046063195097212,0.9481837722750388,1.0062636902725053,0.9721866901419778,0.993845750675402,1.0032955031156108,0.9595192145315136,1.0069105469393662,0.9654083886438657,0.9799950148770411,0.9576530398527305
