cs-1_roi-4,cs-1_roi-5,cs-1_roi-6,cs-1_roi-7,cs-1_roi-8,cs-1_roi-9,cs-1_roi-10,cs-1_roi-11,cs-1_roi-12,cs-1_roi-13,cs-1_roi-14,cs-1_roi-15,cs-1_roi-16,cs-1_roi-17,cs-1_roi-18,cs-1_roi-19,cs-1_roi-20,cs-1_roi-21,cs-1_roi-22,cs-1_roi-23,cs-2_roi-4,cs-2_roi-5,cs-2_roi-6,cs-2_roi-7,cs-2_roi-8,cs-2_roi-9,cs-2_roi-10,cs-2_roi-11,cs-2_roi-12,cs-2_roi-13,cs-2_roi-14,cs-2_roi-15,cs-2_roi-16,cs-2_roi-17,cs-2_roi-18,cs-2_roi-19,cs-2_roi-20,cs-2_roi-21,cs-2_roi-22,cs-2_roi-23,cs-3_roi-4,cs-3_roi-5,cs-3_roi-6,cs-3_roi-7,cs-3_roi-8,cs-3_roi-9,cs-3_roi-10,cs-3_roi-11,cs-3_roi-12,cs-3_roi-13,cs-3_roi-14
0.4342327953410269,1.1800222834951037,0.94286022828362,1.0225494095257661,1.0819186933295606,0.8986585816900324,0.9377402241385842,1.3162960711429965,1.3230780505385509,0.9702152332595908,0.6704312832108311,1.016613426992891,1.081661935094933,-0.6539737853889085,1.1632995050996695,0.8464518077556588,0.2860153376089016,1.15029417514668,1.528281651764723,0.7996543076598375,0.4342327953410269,1.1800222834951037,0.94286022828362,1.0225494095257661,1.0819186933295606,0.8986585816900324,0.9377402241385842,1.3162960711429965,1.3230780505385509,0.9702152332595908,0.6704312832108311,1.016613426992891,1.081661935094933,-0.6539737853889085,1.1632995050996695,0.8464518077556588,0.2860153376089016,1.15029417514668,1.528281651764723,0.7996543076598375,1.0377996866965264,0.9892726676488913,0.9915551597589917,1.0051890935925882,1.1021689180554635,1.0066871063423672,1.0102534409409825,1.0181381890341352,0.9877497854156515,0.9967974786797504,0.9940164132385739
0.40948170541234713,1.0397470358545604,0.9614072174187301,1.023867793925268,1.088770238294746,0.9003967006659103,0.8736640529960891,1.3381199582426693,1.2674984555566737,0.9748400423639844,0.6670116889906433,0.9926477259086433,1.101187155650618,-0.6514637192986354,1.577984759117972,0.8537485218440379,0.26283801855563343,1.1275969378307973,1.489809055889974,0.778398504803469,0.40948170541234713,1.0397470358545604,0.9614072174187301,1.023867793925268,1.088770238294746,0.9003967006659103,0.8736640529960891,1.3381199582426693,1.2674984555566737,0.9748400423639844,0.6670116889906433,0.9926477259086433,1.101187155650618,-0.6514637192986354,1.577984759117972,0.8537485218440379,0.26283801855563343,1.1275969378307973,1.489809055889974,0.778398504803469,1.026281077358619,0.9877425944841669,0.9957853800215319,1.0823323202020805,1.1021130428685582,1.0199381281341904,1.0209016744739834,1.0243955398322013,1.010007552980218,1.0024376545177764,1.0431505697165233
0.4396278844682479,1.0300869625751239,0.9822722749482473,1.0265517633385783,1.1183922835541786,0.9214252310251659,0.8682461384030414,1.3730893522577483,1.2795203323724702,0.9766192291424819,0.7118920204052488,0.964826637337785,1.1239851246475723,-0.627000212035831,2.1845633443050145,0.8761461019658019,0.28902203025863477,1.1331891513305083,1.5621763852094475,0.74485425193771,0.4396278844682479,1.0300869625751239,0.9822722749482473,1.0265517633385783,1.1183922835541786,0.9214252310251659,0.8682461384030414,1.3730893522577483,1.2795203323724702,0.9766192291424819,0.7118920204052488,0.964826637337785,1.1239851246475723,-0.627000212035831,2.1845633443050145,0.8761461019658019,0.28902203025863477,1.1331891513305083,1.5621763852094475,0.74485425193771,1.009816687457435,0.9914599837760398,1.0002968084027974,1.1226053710726385,1.0830428058384183,1.008916059887787,1.0163638103269879,1.0255002419443162,1.0242820051461348,1.007272653051673,1.0706213378624878
0.502497675149964,1.1671064071678137,0.983164115031578,1.0317862707286336,1.13460340267711,0.9356156220970383,1.0241702149303824,1.395042366252762,1.3274997942912954,0.9837101680462352,0.752096925853581,0.9591548394696822,1.1192894203889456,-0.4981929943025959,2.485101449639174,0.8959001248254082,0.3946493418308373,1.163146316125255,1.6226249671485484,0.7762958001583371,0.502497675149964,1.1671064071678137,0.983164115031578,1.0317862707286336,1.13460340267711,0.9356156220970383,1.0241702149303824,1.395042366252762,1.3274997942912954,0.9837101680462352,0.752096925853581,0.9591548394696822,1.1192894203889456,-0.4981929943025959,2.485101449639174,0.8959001248254082,0.3946493418308373,1.163146316125255,1.6226249671485484,0.7762958001583371,1.0085895386838444,0.9929199832425637,1.0006276977242867,1.0753413516843102,1.0631383129526986,0.9527444986789475,1.0016538894399634,1.020110473205187,1.0137232401410288,0.9945173546887116,1.0385942071708067
0.5495581213768521,1.2288969180022318,0.9796072921903997,1.0392161366019985,1.122474160339228,0.9225912767386723,1.110835727299724,1.3906732578798509,1.4026675018725732,1.0026733302109319,0.7680824603931126,0.9747036185969603,1.1202109709596015,-0.49951410447235384,2.8193103244133435,0.8915768815723369,0.5044187126945123,1.1574630299687825,1.7274106779392349,0.8173380022259712,0.5495581213768521,1.2288969180022318,0.9796072921903997,1.0392161366019985,1.122474160339228,0.9225912767386723,1.110835727299724,1.3906732578798509,1.4026675018725732,1.0026733302109319,0.7680824603931126,0.9747036185969603,1.1202109709596015,-0.49951410447235384,2.8193103244133435,0.8915768815723369,0.5044187126945123,1.1574630299687825,1.7274106779392349,0.8173380022259712,1.031302558933575,1.0005632569677512,1.0049600511905301,1.0569937069907869,1.0441290739943965,0.9812462827355382,1.000630531564024,1.0172440934508629,1.0259683999638392,0.9978861447856583,1.0706819953811462
0.5278025916655372,1.2431599887579123,0.9726353334275978,1.036493661612226,1.1162790283743653,0.9262281772724728,1.0159675018415288,1.3981796371787993,1.4141512451015659,0.9975380065266808,0.7693733381263976,0.9382659904585375,1.12567332114315,-0.6515882941404836,2.569942812978045,0.9131150454896236,0.4562748635991467,1.1090507632711057,1.7520777544840704,0.8200423619499367,0.5278025916655372,1.2431599887579123,0.9726353334275978,1.036493661612226,1.1162790283743653,0.9262281772724728,1.0159675018415288,1.3981796371787993,1.4141512451015659,0.9975380065266808,0.7693733381263976,0.9382659904585375,1.12567332114315,-0.6515882941404836,2.569942812978045,0.9131150454896236,0.4562748635991467,1.1090507632711057,1.7520777544840704,0.8200423619499367,1.049607120155996,1.0114443246737557,1.0120148794571517,1.0349738017043029,1.0291446951142387,1.0340224621439884,1.020017915212035,1.0141043197588782,1.0334749638633167,1.0283176545190702,1.0688334095301244
0.4755203869697613,1.0966683482399004,0.968764645289296,1.0338967516619477,1.1099569460479255,0.9262767959539268,0.8800274106929615,1.3563082292898965,1.2440718454734274,0.9869811734845512,0.6980637322528027,0.8727142159220779,1.0985718591896638,-0.8255304419598707,1.342163600799608,0.9116437475201231,0.23959392927269715,1.0763359550289258,1.4805533306527483,0.7895785144291214,0.4755203869697613,1.0966683482399004,0.968764645289296,1.0338967516619477,1.1099569460479255,0.9262767959539268,0.8800274106929615,1.3563082292898965,1.2440718454734274,0.9869811734845512,0.6980637322528027,0.8727142159220779,1.0985718591896638,-0.8255304419598707,1.342163600799608,0.9116437475201231,0.23959392927269715,1.0763359550289258,1.4805533306527483,0.7895785144291214,1.02167588059928,1.0070025057701757,1.0123575094763657,1.025575651071589,1.010292776378326,1.013572113586856,1.0282710668315922,1.0055147116298035,1.0229409866311279,1.012143053981115,1.0259652256363159
0.7464140314368309,0.8575453760559415,0.9502314743125376,0.9595977238858352,1.0020786380887563,0.7908830490831226,0.9625569065375789,1.2078193290609012,1.202710021194397,0.9590033951713828,0.8810218463220502,1.022050301090535,1.0231429177367852,2.986085682391662,0.5366897917813307,0.8474053526983575,0.5960480480565267,1.0753522358547865,1.7294548320247647,0.84805983304623,0.7464140314368309,0.8575453760559415,0.9502314743125376,0.9595977238858352,1.0020786380887563,0.7908830490831226,0.9625569065375789,1.2078193290609012,1.202710021194397,0.9590033951713828,0.8810218463220502,1.022050301090535,1.0231429177367852,2.986085682391662,0.5366897917813307,0.8474053526983575,0.5960480480565267,1.0753522358547865,1.7294548320247647,0.84805983304623,1.0080666215646776,1.0080656301533435,1.0096852744498652,1.0284588063010056,1.0444384724173847,1.012413517213633,1.0209948460870466,1.0010515567904048,1.0040940166204453,0.9894477116736563,1.0647906583560638
0.9826005593690191,0.6779145755691299,0.9361303449478323,0.8821666586103131,0.9056165398771089,0.6760009219685588,1.0419996103487834,1.1015484589499005,1.1910044727827722,0.9269992654108714,1.0778410072241338,1.1280305910519368,0.9866049183944249,6.68640765782199,0.2169834018453454,0.799032175737992,1.0400904146657153,1.0396404996965705,2.118894886403192,0.9972378669546101,0.9826005593690191,0.6779145755691299,0.9361303449478323,0.8821666586103131,0.9056165398771089,0.6760009219685588,1.0419996103487834,1.1015484589499005,1.1910044727827722,0.9269992654108714,1.0778410072241338,1.1280305910519368,0.9866049183944249,6.68640765782199,0.2169834018453454,0.799032175737992,1.0400904146657153,1.0396404996965705,2.118894886403192,0.9972378669546101,1.0176749618595082,1.0108346866375144,1.0075640536089905,1.0133433839473232,1.078234025227651,1.0094948359489504,1.0239959568648778,0.9967890900003693,1.0028975934474735,0.9981703825802912,1.1015777008394196
1.1130469845871263,0.725985370618168,0.8827027262771713,0.763918750935865,0.8181580972955717,0.4650933714338376,1.110054884975946,1.0186005560309763,1.0971196460878203,0.8107949105302523,1.147820838401776,1.112528487894426,0.9325085121345058,12.817954160489599,-0.3048291213416202,0.6636130995344246,0.7831213476695527,0.8899956740695818,5.15178169884077,0.9468054307578441,1.1130469845871263,0.725985370618168,0.8827027262771713,0.763918750935865,0.8181580972955717,0.4650933714338376,1.110054884975946,1.0186005560309763,1.0971196460878203,0.8107949105302523,1.147820838401776,1.112528487894426,0.9325085121345058,12.817954160489599,-0.3048291213416202,0.6636130995344246,0.7831213476695527,0.8899956740695818,5.15178169884077,0.9468054307578441,1.0150819687391563,1.001397080628686,1.0055293125191185,1.0257175257345759,1.0615004789827363,1.0192489225403867,1.0215513469982844,0.9913360435889328,1.0174042244197476,1.0003186039365353,1.0869010483507147
