cs-18_roi-4,cs-18_roi-5,cs-18_roi-6,cs-18_roi-7,cs-19_roi-4,cs-19_roi-5,cs-19_roi-6,cs-19_roi-7,cs-19_roi-8,cs-19_roi-9,cs-19_roi-10,cs-19_roi-11,cs-19_roi-12,cs-19_roi-13,cs-19_roi-14,cs-19_roi-15,cs-19_roi-16,cs-19_roi-17,cs-19_roi-18,cs-19_roi-19,cs-19_roi-20,cs-19_roi-21,cs-19_roi-22,cs-20_roi-4,cs-20_roi-5,cs-20_roi-6,cs-20_roi-7,cs-20_roi-8,cs-20_roi-9,cs-20_roi-10,cs-20_roi-11,cs-20_roi-12,cs-20_roi-13,cs-20_roi-14,cs-20_roi-15,cs-20_roi-16,cs-20_roi-17,cs-20_roi-18
-28.297030707204218,-0.6244210749538831,1.0784825048674285,-0.467398198034899,0.8354472388868375,0.864707469600988,1.002308763683076,0.9571904170261872,0.9337295212321041,0.8721964437426324,0.9521663418431898,0.8119226254285472,0.8659483925563802,0.7140304415656311,0.7993199015119231,0.7880121493546343,0.9380495465075434,1.1230089346153906,0.9335031670560239,1.015054665700636,0.8764972646972721,0.9610824056324037,1.044928149261143,0.9929004109480639,0.94757129501006,1.0051685162801434,1.0148310912436016,0.9669429256278682,0.9557517117121056,1.0167606142856993,0.9990954594353108,0.9628310398288996,0.9461488392576646,0.887900277389327,0.9881135755412306,0.7652621704421723,0.8317386049148149,0.8728600057904957
-28.748687780510938,-0.6649334963238749,1.0747650064183158,-0.47041107287504685,0.8219636262329878,0.8590492738509576,1.002853118160235,0.949300105962081,0.9412106133007525,0.8654506529456367,0.9542458025716494,0.8156729825213829,0.8713949555022779,0.7180390095859671,0.7836813950861569,0.7911106520800256,0.9137300380078981,1.096402116641037,0.927427544685193,1.0043250769693723,0.8965878031756505,0.965486379513695,1.0177259125965306,0.9904069549153866,0.9558505902869389,1.0020131701548163,1.0026370838531358,0.9671290682120632,0.9492715137411116,1.0141243498113761,0.9915059463925651,0.9554406235175279,0.9513214247247564,0.9240795518751934,0.9923040438536023,0.8227645114382046,0.8581784311169899,0.8632249818850427
-29.747800289068916,-0.7362351489465676,1.0405408156095501,-0.4808589683516707,0.8402333117922894,0.8724859344923617,0.9964431525782185,0.9563688409486003,0.9615408088781189,0.8627036049822647,0.9624150577504368,0.8246350582316189,0.8853338311200764,0.7738362356541213,0.7953941825427425,0.8132817378337858,0.9175663876541214,1.0506604109664144,0.9600290156040538,1.0029573179348072,0.9159589142513411,0.9680418957501846,1.0272203145357615,0.9896635016969338,0.9592681762198835,0.9973747759708127,0.9972125996144559,0.9791524437611899,0.9806363490538954,1.0128774009603156,0.9856276785655297,0.9530020864339369,0.9493314661145802,0.9692489513638177,0.9739336848380736,0.8498804507976425,0.8818615073380207,0.875075370815761
-28.275553414306557,-0.7024129720393327,1.0583320543647625,-0.46572547021429184,0.9086856894039236,0.9002299259025793,1.0039309761947433,0.9849037000230297,0.9768718889807966,0.8980336440972422,0.9790710699724019,0.8438355153374796,0.9090427717327592,0.851115821327206,0.8484630736422236,0.8405588182936664,0.990771136829434,1.049572913720544,1.0046764238376857,1.0134307392005348,0.9450760880598847,0.9922180748608391,1.0451729204368896,0.9957862799563265,0.9611911514526251,0.9988903278719534,1.0083555551369692,0.9806361635473557,1.000574278849944,1.012150106456389,0.9879575756854593,0.9537330541534841,0.9621443666136635,0.9368600707101067,0.9786393017708058,0.8035804065313601,0.8817974825521104,0.8964167539961093
-28.121586327560614,-0.7363318061293515,1.0718822919537796,-0.44851414583696375,0.9481761908783951,0.9426672753274697,1.024997520296336,0.9945067625802028,0.9873591537086728,0.9250886393173173,0.9888537242934257,0.8583162391861837,0.9264829070023024,0.8570637033069474,0.9097678997347614,0.8632129217174441,1.007634044467132,1.0718731389849883,1.0125267084119784,1.0333418328841169,0.9685618981264366,1.0245432919553397,1.0426436182875098,1.0025305063783037,0.9607972068689664,1.005007013971481,1.0020171828893711,0.9845992139883941,0.9999274552480841,1.0162192949680802,0.9899768478181679,0.9859907585180786,0.9809339572486792,0.963074807686033,1.0138333547389728,0.8791502252282404,0.9013740209392244,0.9340311476976914
-27.876968329234266,-0.7438736787431818,1.0680139257924985,-0.4360373645819885,0.9480448517641349,0.9453105568602793,1.0101151393026087,0.9942272931708859,0.99070559662546,0.930421547389645,0.9972306695042025,0.8816901649720218,0.9356057168628112,0.85436411146174,0.9330435267167042,0.881930261911256,0.9957675092772746,1.0809811477680933,1.0104326230160585,1.0267413474380673,0.955401530779599,1.015146326842946,1.0357111546544258,1.0050619190722223,0.9700946717853007,1.0079839570611933,1.0090967220278224,1.0035504836329805,1.0177253110523725,1.0277113658121952,0.9944302288214555,0.9947514021413705,1.005473479042482,1.0120747615012302,1.0407290899339456,0.9818953387692969,0.9329436305731652,1.0074347792649996
-23.327332200725497,-0.5053759987460678,1.1106359419530336,-0.4542989441205727,0.9490089777280473,0.925129129905372,0.9939464076008715,0.9978960941699936,0.9819524036466891,0.936595132158907,1.0004164172123524,0.9107701444851546,0.9558214918101033,0.8834267181377631,0.9291426064308936,0.891470593038316,1.0044403667331656,1.0776933926029297,0.9994122328008062,1.009733716359098,0.9585980828971649,0.9942763349355472,0.9951389724346057,1.0058111965733936,0.9846855497420205,1.005634951980698,1.0213096831878286,0.9911171057552529,1.0013489946849574,1.0223734196061574,0.995533036719185,0.9500217521205818,0.987134415748026,0.9655487738447636,1.0039483533966722,0.900346684393006,0.9195660950775193,0.9492984583993249
-25.482693916880283,-0.5451856962736225,1.0855650432019723,-0.48781190757994086,0.9724633839648035,0.9484298361444464,1.0048465010241503,1.0081569190083595,1.005140098522054,0.9522242439723785,0.991280039140865,0.9172939633076245,0.9673585230916947,0.8981969756640529,0.968385540873475,0.9026459323121672,0.9896930546966248,1.0890748313275849,0.9962719949387848,1.0121561601366227,0.9796994690467428,1.0056200888942326,0.9952178431467902,1.006788417296163,0.9854727533694834,1.0050254665357863,1.024537171725476,0.9895226013547846,1.0021987312445637,1.01794183046592,1.0021021476846428,0.9545109548557632,0.9229079650177197,0.9505621127259921,0.9602639225125605,0.8375391159537413,0.9177948981022622,0.9345885416297811
-29.822501711590817,-0.7330532989834038,1.0595668091778538,-0.4790510291097918,0.9593479683006069,0.93798558959984,1.003449315920934,1.0094464525020461,1.0175731901037852,0.9741483664642947,0.9840783942848513,0.9128467487933136,0.9627388582453053,0.9081040035658855,0.9718990134465428,0.918191695899539,0.9703297516503075,1.0811828652348485,1.0030230932345368,0.9914370812280705,0.997215830108379,1.0067169995704748,0.9773413882781136,1.0083778836746466,0.9909797606064061,1.0093386051438453,1.023184999893937,1.0025176900577497,1.0088272085868488,1.0226935989518076,1.0037294413468925,0.9787859162993451,0.9511205214025195,1.0011219225690497,0.9844769117181276,0.9020575542272299,0.9610619455330432,1.0217109352196463
-26.48244034789689,-0.6172579940023345,1.104524693160293,-0.4550598432680144,0.9547351004418444,0.923254029941867,0.9981622483024796,1.0074797837155867,1.007604824558232,0.9907800251713873,0.9840165635000373,0.9136189026369341,0.9715470429771867,0.9563502093152225,0.9706839907255358,0.9367620374866048,0.9723449297651753,1.0314080915014574,1.0184954629495198,1.0017622374094948,0.996989583534324,1.007413827712626,0.9569954642141337,1.0022553913728174,0.9919559415389887,1.0032872815862526,0.9945684240677256,1.003764875912071,0.9795946698185404,1.0217652698772062,0.9991422484520788,0.9755879999587693,1.028742727826355,1.0107951778688216,0.9733046484258226,0.900273414242555,0.9558579908262828,0.9958334956008796
-25.823084920252846,-0.6142354977729698,1.0776406048906768,-0.4672897788371306,0.9814628879152615,0.9497294054498014,1.00579612874439,1.006358174979792,1.0103536137863105,0.9901097169340111,0.9931655419190287,0.9362408041011626,0.9796039552582644,0.9548801121720362,0.9818547028320874,0.950930663428823,0.99258065993238,1.0164759017097968,1.0250103397223498,1.0118330726230078,0.9766884233901322,1.0177992357075731,0.9654074336206183,0.9994605395730288,0.9942369070643464,1.007404348457628,0.9941565284129227,1.011247456584306,0.9915706007475136,1.0173037173568418,1.000558134184718,0.9709624937718201,1.035441552902388,0.9935702602550921,0.9765238432082509,0.9041478963821548,0.9679701457031088,0.9954045831435275
-28.697542916550717,-0.7045394300606894,1.0294184764485654,-0.49193290878411106,0.9838881738540687,0.9643841121784773,1.0164549183795029,1.0074605288835987,1.0076510689759797,0.9863141260046495,0.9955743653103075,0.9555966840922672,0.9756630250291863,0.9180036653066126,0.9756014502954137,0.9620434314352602,1.000695999504387,1.0625524940321456,1.02029607191071,1.002683441441737,0.9649812773750512,1.0030852838430404,0.996188768810586,1.0007928614164125,1.0002791369524344,1.0177125048795566,1.0152095526257183,1.0097925972972492,0.9919686939268744,1.0137799507809202,0.9999813893546438,0.9828421128183756,0.9984090325385759,1.0114148953479964,1.0219508003389066,0.9548647873986321,1.0110003937012966,0.9945886380068764
-28.40832213403689,-0.6621722357236697,1.0378277568121288,-0.4748512587685318,1.0047757701698805,0.964396894021464,1.0216865257411474,1.0117101403671365,1.005033627418255,1.0089365947982836,0.9942601417822684,0.9678862924998219,0.9919350955095959,0.9511978472469849,0.9957321174617486,0.9695410972715534,1.0270246610697165,1.0787108374559646,1.030629603236393,0.9970464187990304,0.9820061878831247,0.9971814071740214,1.019746634636303,1.0022291505611458,1.0021153010307127,1.0079072020204571,1.0235997398769123,1.014205963145008,0.9815431129661667,1.0154471302467036,1.001824532110172,1.005424429946063,1.0302863562363713,1.053933860935895,1.0533881339653175,1.0219043571941562,1.0215952299225273,0.9875879440918489
-26.701904303065923,-0.6154633052300158,1.0867656499306564,-0.45381614825307753,1.0200027290462486,0.9861437130473231,1.0119399884358171,1.0156264600789024,1.0031620320586845,1.0411497564374694,1.0004390967173307,0.9808925745509067,1.0055257138991338,0.985616851007476,1.0110504117107681,0.9791025551751172,1.0244113964065098,1.0570774886882226,1.0417697446403527,0.9899784224615304,0.9953998802020458,1.001242363781012,1.026464243570677,1.003552989697701,1.0006497569360349,1.0090962060305886,1.022566124908703,1.0219669941882694,1.0079241201604288,1.014386727586475,1.0045095933371484,1.019921686653988,1.091446647732078,1.0650218689845083,1.066946948926818,1.0329730245585826,1.0196799788849693,0.9882130478447337
-26.263280675508106,-0.6447896169594199,1.0938258423141605,-0.45765600972530496,1.026214449856696,1.0156693267025332,1.0075563029507917,1.0252876585536166,1.019784747675244,1.0467787700410895,1.010182969533055,0.9921216103993576,1.0132041659135378,1.0308744259254645,1.019292464150915,1.003781653669543,1.0294467308390336,1.0282741173545165,1.0502255469192383,1.0192431295470161,1.0166407894416731,1.0024051310207736,1.031055062955788,1.0009904160399221,0.9973430859093956,1.0110847717278253,1.0036460043073168,1.0103823287657996,0.9904776939982085,1.0072938532655713,1.0061816988248933,1.00824634296522,1.0560241646392106,1.0062343587424176,1.0166933152962345,0.9431035548391621,0.99343893652206,0.9527018382060767
-25.074878920810672,-0.5848804501243544,1.0853464867837437,-0.4337757436888209,1.003545316659355,1.0030419030060378,1.0162734668871163,1.021719149820559,1.0118241411907736,1.0459597732191304,1.0031511184215676,0.9920320849376584,1.0066019687559995,1.052576895260378,1.0074110569238328,1.0071554768087019,1.023319255825621,1.0058621703613848,1.0646028314237856,1.0161209747037965,0.9990141626685087,1.0111454076446922,0.9985249736990979,1.0042661629539034,1.0050952605358912,1.0028788199869878,1.0068720454260225,1.0076815815833757,0.9810553727838349,1.005544108609529,1.0065814621853202,1.0112214625027172,0.9983074076134236,1.0033483401359318,0.9889396206211858,0.9355168573991595,1.00509992065709,0.9635512084899909
-26.096964779268472,-0.6037207636993116,1.0673116120769035,-0.4417855468268135,0.9751653328589678,0.9765701306348938,1.0066149425980264,1.0151775717840026,0.9911219316247373,1.0343699415734584,0.9880612526380409,0.979476171569665,0.9931172546810753,0.9937721259333882,0.9960400101713139,0.9832938349075021,0.9748184132874684,0.9633231263886631,1.0490413384970294,0.975311840553454,0.9711476631429186,0.9898456742852851,0.9603950638772776,1.0023556110881626,1.0071928315603975,0.9981629451591174,1.0119857134147827,1.0163193457252102,0.9894300773513676,1.0055513353014067,1.0114719122035878,1.0131133472203984,0.9701564778290712,0.9940017115911217,0.9921417465783838,0.9335899985957661,1.022960352000025,0.9134502043194219
-27.57413089230955,-0.7296807470109687,1.0417107454695285,-0.47136076789076237,1.0041981708431686,1.0069903114279073,1.0058990402457686,1.0143410881951103,1.0096245748607005,1.0241362962126057,0.9956025185989713,0.9978727532116181,1.0061500317681698,0.9903305993878943,1.0092937552987342,0.9943654395056372,0.9743038740877192,0.9708567807591726,1.0453630404994625,0.9808869869368859,1.0009870432807875,0.9805508885251251,0.95558938979346,0.9996812981108557,1.0021100754138275,0.9995842269132784,0.9949549275430977,1.0109096055034756,0.975716445269594,1.0016059617475785,1.010605103251253,0.9825718435729922,0.9757067273116831,0.9970768440289445,0.9622573891771291,0.9350763144403008,1.0041657893178728,0.8648621384777482
63.41656312599903,-0.07151325348231219,2.5908462745508105,-0.21405968473159778,1.057176889445394,1.0528526851785713,1.020140958615443,1.0316313026574786,1.0233952233017667,1.051204659138134,1.0080444177129462,1.0212741971767019,1.0210858622046963,1.067905562174212,1.046394230091562,1.0149057751342636,1.0113069144456728,1.0395057581592315,1.0701291107204736,0.9964613021193748,1.0277731695367565,1.0082763140513693,0.9918780764377192,0.9989613256528898,1.0058556089112096,1.0011886254752203,1.002880144480863,1.0046648959212974,0.949270930203277,1.0046528553462049,1.0028781934551287,0.9816786783422435,0.9889921614116169,1.0438240208895477,0.9850224686657949,0.9259034203355335,1.0194844963320178,0.9439671041399654
85.29332860004641,3.0024725183959795,2.110224613102573,1.628078937371244,1.0623912926277026,1.0576698332618812,1.0200203067213591,1.03509198095484,1.0152431626738367,1.072502391422664,1.0042006954335225,1.0244958605980827,1.0336918733472134,1.088751339325419,1.030524839372377,1.0101034787899983,0.9895179266005352,1.0233991114515502,1.0581504709330645,0.9889592673070601,1.0425695381822415,1.0096274842486126,1.0093221022292413,1.000832187590101,1.0135401317601103,0.993934490262507,1.0126541494767811,1.0064892154072558,0.9961103336451242,1.0058192189779045,1.0048434788852607,0.9999271570913721,0.9995100410447438,1.0461077502833818,1.0507760299626945,0.9285168284011053,1.0311921117049314,1.0620618923818024
17.811522174607738,4.728905645532448,0.23651757299244844,2.8803674686889,1.0598930462821574,1.054921395290976,1.0265816684702556,1.0319016975624609,1.019606877594704,1.0691894956209276,0.997477678895367,1.0424169573440087,1.044635863339672,1.0838420520776857,1.0386769531241913,1.0140720043545777,0.978085194951452,0.9812927767920114,1.0572929475946409,1.0056179599056947,1.054503035636535,1.0115198671262793,0.9996482014277992,1.0019850969950739,1.0101986208508167,0.9817398769226922,1.0009724936667386,1.0040931831770574,0.9982284108973326,0.9978785198920039,1.0048509925728977,1.0007433594232376,1.0347088419546726,1.050765621264295,1.0490130641565207,0.9470108634677026,1.0262623328453178,1.0520774523641463
